id,age,race,sex,workclass,income
2210,49,Black,Male,Local-gov,<=50K
2211,39,White,Female,?,<=50K
2212,27,White,Female,Private,<=50K
2213,42,White,Male,Private,<=50K
2214,60,White,Male,?,>50K
2215,64,White,Male,Self-emp-not-inc,<=50K
2216,33,White,Male,Private,>50K
2217,23,White,Female,Private,<=50K
2218,45,White,Male,Private,>50K
2219,34,Black,Female,Private,<=50K
2220,53,White,Female,Private,<=50K
2221,22,White,Male,Private,<=50K
2222,57,White,Female,State-gov,<=50K
2223,20,White,Female,?,<=50K
2224,23,Black,Male,Private,<=50K
2225,31,White,Male,Private,<=50K
2226,23,White,Male,State-gov,<=50K
2227,30,White,Female,Private,<=50K
2228,32,White,Female,Local-gov,>50K
2229,42,Black,Female,Private,>50K
2230,51,White,Male,Private,<=50K
2231,59,White,Male,Self-emp-not-inc,>50K
2232,36,White,Female,Private,<=50K
2233,45,Black,Male,Private,<=50K
2234,35,White,Male,Private,>50K
2235,33,White,Male,Private,<=50K
2236,43,White,Female,Private,<=50K
2237,60,White,Female,Private,>50K
2238,37,White,Male,State-gov,>50K
2239,35,White,Female,Private,<=50K
2240,36,White,Male,Private,<=50K
2241,38,White,Male,Federal-gov,>50K
2242,54,White,Male,Private,<=50K
2243,51,White,Male,Private,>50K
2244,45,White,Male,Private,>50K
2245,63,White,Female,Federal-gov,<=50K
2246,51,White,Male,Private,>50K
2247,58,White,Male,Self-emp-not-inc,<=50K
2248,64,White,Female,Local-gov,<=50K
2249,20,White,Male,Private,<=50K
2250,44,Asian-Pac-Islander,Male,Federal-gov,>50K
2251,39,White,Female,Private,<=50K
2252,45,White,Female,State-gov,<=50K
2253,44,White,Male,Private,>50K
2254,22,White,Female,Federal-gov,<=50K
2255,63,White,Male,Self-emp-inc,>50K
2256,26,Black,Male,Private,<=50K
2257,42,White,Male,Self-emp-not-inc,<=50K
2258,20,White,Female,Private,<=50K
2259,29,White,Male,Private,>50K
2260,38,Asian-Pac-Islander,Male,Local-gov,<=50K
2261,25,White,Male,Private,<=50K
2262,27,White,Male,Private,<=50K
2263,46,White,Female,Private,<=50K
2264,31,White,Male,Private,<=50K
2265,24,White,Male,Private,<=50K
2266,43,White,Male,Private,>50K
2267,23,White,Male,Private,<=50K
2268,32,Black,Female,Local-gov,<=50K
2269,44,White,Male,Private,<=50K
2270,40,White,Male,Self-emp-not-inc,<=50K
2271,38,White,Male,Private,<=50K
2272,23,White,Male,Private,<=50K
2273,19,White,Female,Private,<=50K
2274,41,White,Male,Private,<=50K
2275,48,White,Male,Private,<=50K
2276,23,White,Male,Private,<=50K
2277,47,White,Female,Private,<=50K
2278,42,White,Male,Private,<=50K
2279,17,White,Female,Private,<=50K
2280,29,White,Female,Local-gov,<=50K
2281,21,White,Female,State-gov,<=50K
2282,18,White,Male,?,<=50K
2283,31,White,Male,Private,>50K
2284,27,White,Female,Local-gov,<=50K
2285,29,White,Male,Private,<=50K
2286,23,White,Female,Private,<=50K
2287,41,Asian-Pac-Islander,Male,Private,>50K
2288,46,White,Male,Local-gov,>50K
2289,34,Black,Female,Private,<=50K
2290,42,White,Male,Self-emp-not-inc,<=50K
2291,18,White,Female,Private,<=50K
2292,46,White,Male,Private,<=50K
2293,18,White,Male,?,<=50K
2294,52,White,Male,Private,>50K
2295,56,White,Female,Private,<=50K
2296,21,White,Male,Private,<=50K
2297,22,White,Male,Self-emp-not-inc,<=50K
2298,31,White,Female,Private,<=50K
2299,41,White,Male,Self-emp-not-inc,<=50K
2300,25,White,Female,Private,<=50K
2301,43,White,Male,Self-emp-not-inc,<=50K
2302,45,White,Female,Private,<=50K
2303,26,White,Male,Private,<=50K
2304,90,Asian-Pac-Islander,Male,Private,<=50K
2305,45,White,Male,Private,>50K
2306,30,White,Female,Private,>50K
2307,42,White,Male,Private,<=50K
2308,20,White,Male,Private,<=50K
2309,53,White,Male,Private,>50K
2310,64,White,Female,State-gov,<=50K
2311,56,White,Male,Private,<=50K
2312,42,White,Male,Private,>50K
2313,26,White,Female,Private,>50K
2314,31,Amer-Indian-Eskimo,Female,Local-gov,<=50K
2315,40,White,Female,Private,<=50K
2316,58,White,Male,Private,<=50K
2317,41,White,Male,Private,<=50K
2318,58,White,Male,Self-emp-inc,<=50K
2319,62,White,Male,State-gov,>50K
2320,65,White,Male,Self-emp-inc,>50K
2321,40,White,Male,Private,<=50K
2322,45,White,Male,Local-gov,>50K
2323,22,White,Male,Private,<=50K
2324,23,Asian-Pac-Islander,Male,?,<=50K
2325,63,White,Male,Federal-gov,>50K
2326,39,White,Male,Private,>50K
2327,37,White,Male,Private,<=50K
2328,25,White,Male,?,<=50K
2329,56,White,Male,Private,<=50K
2330,32,White,Male,Private,<=50K
2331,53,Asian-Pac-Islander,Female,Federal-gov,>50K
2332,32,White,Male,Private,<=50K
2333,23,White,Male,Self-emp-not-inc,>50K
2334,35,White,Male,Private,<=50K
2335,51,White,Male,Private,>50K
2336,19,White,Female,Private,<=50K
2337,41,White,Male,Private,<=50K
2338,22,White,Male,Private,<=50K
2339,23,White,Female,Private,<=50K
2340,36,Asian-Pac-Islander,Male,Private,>50K
2341,27,White,Female,?,<=50K
2342,45,White,Male,Private,<=50K
2343,23,White,Male,Self-emp-not-inc,<=50K
2344,21,Black,Female,Private,<=50K
2345,44,White,Male,Private,>50K
2346,29,White,Male,Private,>50K
2347,36,White,Male,Self-emp-not-inc,<=50K
2348,18,White,Male,Private,<=50K
2349,62,White,Male,Self-emp-not-inc,>50K
2350,25,Black,Male,Federal-gov,<=50K
2351,34,White,Female,Private,<=50K
2352,31,White,Female,Private,>50K
2353,37,White,Male,Private,>50K
2354,33,White,Male,Private,<=50K
2355,22,White,Female,?,<=50K
2356,28,White,Male,Private,<=50K
2357,22,White,Male,?,<=50K
2358,47,White,Male,Private,>50K
2359,67,White,Male,?,<=50K
2360,20,White,Male,?,<=50K
2361,34,White,Male,Private,<=50K
2362,26,White,Male,Private,>50K
2363,36,White,Male,Private,>50K
2364,28,White,Male,Private,<=50K
2365,22,Black,Male,Private,<=50K
2366,47,Black,Female,Private,<=50K
2367,33,White,Male,Private,<=50K
2368,34,White,Female,Self-emp-inc,>50K
2369,25,White,Male,Private,<=50K
2370,37,White,Male,Private,<=50K
2371,36,White,Male,State-gov,<=50K
2372,61,White,Male,Local-gov,<=50K
2373,74,White,Male,?,<=50K
2374,57,White,Male,Private,<=50K
2375,55,White,Male,Private,<=50K
2376,20,Black,Female,Private,<=50K
2377,43,Black,Female,Private,<=50K
2378,54,White,Male,Private,>50K
2379,25,White,Female,Private,<=50K
2380,42,White,Male,Private,<=50K
2381,23,White,Female,?,<=50K
2382,17,White,Male,Private,<=50K
2383,39,White,Male,?,<=50K
2384,63,Amer-Indian-Eskimo,Female,Private,<=50K
2385,19,White,Female,Private,<=50K
2386,56,White,Male,Self-emp-inc,>50K
2387,33,White,Male,Self-emp-not-inc,>50K
2388,37,White,Male,Private,<=50K
2389,27,White,Male,Private,<=50K
2390,36,White,Male,Local-gov,<=50K
2391,30,White,Male,Self-emp-inc,>50K
2392,22,White,Male,Private,<=50K
2393,35,White,Male,Private,<=50K
2394,20,White,Male,Private,<=50K
2395,18,White,Female,Private,<=50K
2396,25,White,Male,Private,<=50K
2397,53,White,Female,Private,>50K
2398,21,White,Female,?,<=50K
2399,19,White,Female,Private,<=50K
2400,34,White,Male,Private,<=50K
2401,32,Black,Female,State-gov,<=50K
2402,20,Amer-Indian-Eskimo,Male,Private,<=50K
2403,70,White,Male,Private,<=50K
2404,57,White,Male,Private,>50K
2405,54,White,Male,Private,<=50K
2406,34,White,Male,Private,<=50K
2407,48,White,Male,Private,>50K
2408,42,White,Female,Private,<=50K
2409,45,White,Male,Private,<=50K
2410,27,White,Male,Private,<=50K
2411,51,White,Male,Private,<=50K
2412,36,White,Female,Local-gov,<=50K
2413,33,Asian-Pac-Islander,Male,Private,<=50K
2414,50,White,Male,Private,<=50K
2415,44,White,Male,Private,>50K
2416,39,White,Male,Local-gov,>50K
2417,55,White,Male,Self-emp-not-inc,<=50K
2418,24,White,Female,Private,<=50K
2419,35,White,Male,Private,<=50K
2420,32,White,Male,Self-emp-not-inc,<=50K
2421,66,White,Male,?,>50K
2422,68,White,Female,Private,<=50K
2423,29,White,Male,Private,<=50K
2424,24,White,Male,Self-emp-not-inc,<=50K
2425,61,White,Male,Private,<=50K
2426,34,White,Male,Private,>50K
2427,55,White,Male,Self-emp-inc,>50K
2428,20,White,Male,?,<=50K
2429,41,White,Female,Private,<=50K
2430,36,White,Male,Self-emp-not-inc,<=50K
2431,60,White,Male,Private,>50K
2432,61,White,Male,Self-emp-not-inc,>50K
2433,35,Asian-Pac-Islander,Male,Private,<=50K
2434,42,White,Male,State-gov,>50K
2435,26,White,Male,Private,<=50K
2436,44,Black,Female,Local-gov,<=50K
2437,31,White,Male,State-gov,<=50K
2438,39,Black,Male,State-gov,<=50K
2439,20,White,Female,Private,<=50K
2440,32,White,Male,Self-emp-inc,<=50K
2441,32,White,Male,Self-emp-not-inc,<=50K
2442,61,Black,Male,Private,<=50K
2443,54,White,Female,Local-gov,<=50K
2444,23,White,Male,Private,<=50K
2445,19,White,Male,Private,<=50K
2446,31,Amer-Indian-Eskimo,Male,Private,<=50K
2447,35,White,Male,Private,<=50K
2448,29,White,Female,Private,<=50K
2449,29,Black,Female,Local-gov,<=50K
2450,25,White,Female,Private,<=50K
2451,46,White,Female,Private,<=50K
2452,35,White,Female,Private,<=50K
2453,20,Other,Male,Private,<=50K
2454,24,White,Female,Self-emp-not-inc,<=50K
2455,48,White,Female,Private,<=50K
2456,37,White,Female,Private,<=50K
2457,60,White,Male,Self-emp-not-inc,<=50K
2458,39,White,Male,Private,<=50K
2459,29,White,Female,Local-gov,<=50K
2460,31,White,Male,Self-emp-not-inc,<=50K
2461,38,White,Male,Private,>50K
2462,26,White,Male,Self-emp-not-inc,<=50K
2463,64,White,Male,Private,>50K
2464,46,Black,Male,Private,<=50K
2465,69,White,Male,?,<=50K
2466,39,White,Male,Private,>50K
2467,48,White,Female,Private,<=50K
2468,46,White,Female,Private,<=50K
2469,42,White,Male,Private,<=50K
2470,39,Black,Female,Self-emp-not-inc,>50K
2471,50,White,Male,Federal-gov,>50K
2472,24,White,Female,Private,<=50K
2473,30,White,Female,Private,>50K
2474,39,White,Male,Self-emp-inc,>50K
2475,29,White,Male,Self-emp-not-inc,<=50K
2476,23,White,Female,Private,<=50K
2477,21,White,Male,?,<=50K
2478,32,White,Male,Private,<=50K
2479,69,White,Male,Self-emp-inc,<=50K
2480,55,White,Male,Private,<=50K
2481,41,White,Male,Private,<=50K
2482,44,White,Male,Self-emp-inc,>50K
2483,18,White,Male,Private,<=50K
2484,74,White,Male,Self-emp-not-inc,<=50K
2485,40,White,Male,Private,>50K
2486,27,White,Male,Private,<=50K
2487,75,Black,Male,?,<=50K
2488,55,White,Female,Private,<=50K
2489,52,Amer-Indian-Eskimo,Male,Self-emp-not-inc,<=50K
2490,54,White,Female,Private,<=50K
2491,36,White,Male,Private,<=50K
2492,76,White,Male,?,<=50K
2493,26,White,Female,Private,<=50K
2494,18,White,Male,Private,<=50K
2495,38,White,Male,Private,<=50K
2496,50,White,Male,Private,>50K
2497,19,White,Female,?,<=50K
2498,32,White,Male,Private,>50K
2499,57,White,Male,Private,>50K
2500,20,Black,Male,Private,<=50K
2501,27,White,Female,Private,<=50K
2502,31,White,Male,Self-emp-not-inc,<=50K
2503,60,White,Female,Private,<=50K
2504,52,White,Female,Private,<=50K
2505,61,White,Male,Private,<=50K
2506,57,White,Male,Self-emp-not-inc,>50K
2507,19,White,Male,?,<=50K
2508,59,White,Male,Self-emp-not-inc,<=50K
2509,34,White,Male,Self-emp-not-inc,>50K
2510,31,Asian-Pac-Islander,Male,Private,>50K
2511,42,Black,Male,Private,<=50K
2512,70,White,Female,Private,<=50K
2513,47,Asian-Pac-Islander,Male,Private,>50K
2514,47,White,Male,?,<=50K
2515,29,White,Male,Private,>50K
2516,27,Black,Male,Private,<=50K
2517,25,White,Female,Private,<=50K
2518,51,White,Male,Private,>50K
2519,28,Black,Female,Private,<=50K
2520,35,White,Male,Private,<=50K
2521,36,White,Male,Self-emp-not-inc,>50K
2522,54,White,Female,?,<=50K
2523,46,White,Male,Private,<=50K
2524,52,White,Female,Private,<=50K
2525,65,White,Male,Private,<=50K
2526,43,White,Male,Private,<=50K
2527,41,Asian-Pac-Islander,Female,Local-gov,<=50K
2528,34,White,Female,Private,<=50K
2529,47,White,Male,Self-emp-not-inc,<=50K
2530,49,White,Male,Federal-gov,>50K
2531,21,White,Female,Private,<=50K
2532,20,White,Female,Private,<=50K
2533,18,White,Male,Local-gov,<=50K
2534,27,Black,Male,Private,<=50K
2535,34,White,Male,Self-emp-not-inc,<=50K
2536,38,White,Female,Private,<=50K
2537,24,White,Male,Private,<=50K
2538,34,White,Male,Private,<=50K
2539,47,White,Male,Private,>50K
2540,27,Black,Female,Federal-gov,<=50K
2541,63,White,Female,Private,<=50K
2542,34,Black,Male,Private,>50K
2543,25,White,Male,Private,<=50K
2544,54,White,Male,Private,<=50K
2545,19,White,Female,?,<=50K
2546,35,White,Female,Private,<=50K
2547,24,White,Male,Private,>50K
2548,26,Asian-Pac-Islander,Female,Private,<=50K
2549,59,White,Female,Local-gov,<=50K
2550,43,White,Female,Private,<=50K
2551,20,White,Female,Private,<=50K
2552,41,White,Male,Private,<=50K
2553,51,White,Male,Private,<=50K
2554,27,Other,Female,Private,<=50K
2555,36,White,Male,Private,<=50K
2556,25,White,Male,Private,<=50K
2557,55,White,Male,Private,>50K
2558,22,White,Female,Local-gov,<=50K
2559,58,Asian-Pac-Islander,Male,State-gov,<=50K
2560,43,White,Female,Private,<=50K
2561,39,White,Female,Private,>50K
2562,40,Black,Female,Private,<=50K
2563,46,White,Male,Private,<=50K
2564,54,White,Female,Federal-gov,<=50K
2565,19,Black,Male,Private,<=50K
2566,24,White,Male,Private,<=50K
2567,53,White,Male,?,<=50K
2568,24,White,Male,State-gov,<=50K
2569,29,White,Male,Self-emp-not-inc,<=50K
2570,56,White,Male,Self-emp-inc,>50K
2571,54,White,Male,?,>50K
2572,21,White,Female,?,<=50K
2573,34,White,Male,Private,<=50K
2574,56,White,Female,Private,<=50K
2575,34,White,Male,Private,>50K
2576,19,Black,Female,Private,<=50K
2577,32,White,Male,Self-emp-inc,>50K
2578,48,White,Female,Private,<=50K
2579,67,Black,Male,?,>50K
2580,47,White,Male,Private,<=50K
2581,52,White,Male,Private,>50K
2582,40,White,Female,Private,<=50K
2583,28,White,Male,Private,<=50K
2584,41,White,Male,Private,>50K
2585,57,White,Male,Private,<=50K
2586,51,White,Female,Private,<=50K
2587,26,White,Female,?,<=50K
2588,36,Asian-Pac-Islander,Male,Private,<=50K
2589,33,White,Male,Private,>50K
2590,46,White,Male,Private,>50K
2591,50,Asian-Pac-Islander,Female,Private,<=50K
2592,33,White,Male,Private,<=50K
2593,77,White,Male,Self-emp-not-inc,<=50K
2594,39,Black,Male,Private,>50K
2595,67,White,Male,?,<=50K
2596,35,White,Female,Private,<=50K
2597,23,Black,Female,Private,<=50K
2598,37,White,Female,Private,>50K
2599,41,White,Male,Private,>50K
2600,60,White,Male,Private,>50K
2601,32,White,Male,Private,<=50K
2602,56,Amer-Indian-Eskimo,Male,Federal-gov,<=50K
2603,45,White,Female,State-gov,<=50K
2604,24,White,Female,Private,>50K
2605,18,White,Male,Private,<=50K
2606,31,Other,Male,Private,<=50K
2607,21,White,Male,?,<=50K
2608,45,White,Male,Private,>50K
2609,23,White,Female,Private,<=50K
2610,45,White,Male,State-gov,<=50K
2611,18,Amer-Indian-Eskimo,Female,Private,<=50K
2612,25,Black,Male,Private,<=50K
2613,31,White,Male,State-gov,<=50K
2614,19,White,Male,Private,<=50K
2615,41,White,Male,Private,>50K
2616,74,Black,Female,Private,<=50K
2617,27,White,Male,Private,<=50K
2618,23,White,Female,Private,<=50K
2619,31,White,Male,Private,>50K
2620,40,White,Male,Self-emp-inc,<=50K
2621,41,White,Male,Federal-gov,>50K
2622,25,White,Male,Private,<=50K
2623,42,Amer-Indian-Eskimo,Male,Private,<=50K
2624,24,White,Female,Private,<=50K
2625,42,White,Male,Private,>50K
2626,45,White,Male,Self-emp-not-inc,<=50K
2627,52,White,Male,Federal-gov,>50K
2628,34,White,Male,Private,<=50K
2629,32,White,Male,Private,<=50K
2630,54,White,Male,Private,<=50K
2631,42,White,Male,Federal-gov,<=50K
2632,32,White,Male,Private,>50K
2633,40,White,Female,?,<=50K
2634,55,White,Male,Self-emp-inc,>50K
2635,66,White,Male,?,<=50K
2636,52,White,Male,State-gov,<=50K
2637,21,White,Female,State-gov,<=50K
2638,33,White,Female,Private,>50K
2639,52,White,Male,?,>50K
2640,28,White,Female,Private,<=50K
2641,27,White,Male,Self-emp-not-inc,<=50K
2642,42,White,Female,Local-gov,<=50K
2643,27,White,Female,Self-emp-inc,<=50K
2644,47,White,Male,Private,>50K
2645,19,White,Female,Private,<=50K
2646,46,White,Male,Private,<=50K
2647,55,White,Female,Self-emp-not-inc,<=50K
2648,50,Other,Male,Private,<=50K
2649,32,White,Female,Private,<=50K
2650,28,White,Female,Private,<=50K
2651,23,Black,Female,Private,<=50K
2652,43,White,Male,Private,<=50K
2653,34,White,Male,Private,>50K
2654,19,Asian-Pac-Islander,Male,Private,<=50K
2655,37,Asian-Pac-Islander,Male,Private,<=50K
2656,27,Asian-Pac-Islander,Female,Private,<=50K
2657,18,White,Female,Private,<=50K
2658,31,White,Female,Private,<=50K
2659,49,White,Male,Private,<=50K
2660,26,White,Male,Federal-gov,<=50K
2661,48,White,Male,Private,>50K
2662,39,Black,Male,Private,<=50K
2663,41,White,Female,Private,<=50K
2664,48,White,Female,State-gov,>50K
2665,40,White,Female,Private,>50K
2666,70,White,Male,Private,>50K
2667,20,White,Male,Private,<=50K
2668,38,White,Male,Private,<=50K
2669,37,White,Female,Self-emp-not-inc,<=50K
2670,49,White,Female,Private,>50K
2671,51,White,Male,Private,>50K
2672,43,White,Male,Private,<=50K
2673,38,White,Male,Private,<=50K
2674,18,White,Male,?,<=50K
2675,23,White,Male,Private,<=50K
2676,34,White,Male,Private,<=50K
2677,62,White,Male,?,<=50K
2678,33,White,Male,Private,<=50K
2679,31,White,Female,Private,<=50K
2680,64,White,Female,Private,<=50K
2681,26,White,Male,Local-gov,<=50K
2682,55,White,Male,Private,<=50K
2683,61,White,Male,Local-gov,<=50K
2684,37,White,Male,Private,>50K
2685,78,White,Male,Local-gov,<=50K
2686,27,Black,Female,Federal-gov,<=50K
2687,49,White,Male,Private,<=50K
2688,55,White,Male,State-gov,>50K
2689,42,White,Male,Private,<=50K
2690,22,White,Female,?,<=50K
2691,61,White,Male,Private,<=50K
2692,64,White,Male,Self-emp-not-inc,<=50K
2693,46,White,Male,Local-gov,<=50K
2694,24,White,Male,Private,<=50K
2695,27,White,Male,Private,<=50K
2696,47,White,Male,Private,>50K
2697,18,White,Male,Private,<=50K
2698,48,White,Male,Private,<=50K
2699,50,White,Male,Self-emp-not-inc,<=50K
2700,40,White,Female,State-gov,<=50K
2701,56,White,Male,Self-emp-not-inc,<=50K
2702,34,White,Female,Private,<=50K
2703,56,White,Male,Federal-gov,<=50K
2704,18,White,Male,Private,<=50K
2705,21,White,Female,Private,<=50K
2706,40,White,Female,Private,<=50K
2707,27,White,Male,Local-gov,<=50K
2708,52,White,Male,Self-emp-not-inc,>50K
2709,46,White,Female,Private,<=50K
2710,23,White,Female,Private,<=50K
2711,50,White,Male,Private,>50K
2712,19,White,Male,Private,<=50K
2713,20,White,Male,Private,<=50K
2714,39,White,Female,Private,>50K
2715,24,White,Male,Private,<=50K
2716,72,White,Female,Private,<=50K
2717,42,White,Female,State-gov,>50K
2718,42,White,Male,Private,<=50K
2719,51,Amer-Indian-Eskimo,Male,Private,<=50K
2720,39,White,Male,Private,>50K
2721,40,Amer-Indian-Eskimo,Female,Local-gov,<=50K
2722,34,White,Male,Private,>50K
2723,19,White,Male,Private,<=50K
2724,26,White,Female,Private,<=50K
2725,45,White,Female,Local-gov,>50K
2726,28,White,Female,Private,>50K
2727,30,White,Male,Federal-gov,>50K
2728,32,White,Female,Private,<=50K
2729,19,White,Female,Private,<=50K
2730,21,White,Male,Private,<=50K
2731,54,Black,Female,Private,<=50K
2732,62,White,Male,Private,>50K
2733,25,White,Male,Private,<=50K
2734,49,White,Female,Self-emp-inc,<=50K
2735,32,White,Male,Private,>50K
2736,26,White,Male,Private,<=50K
2737,37,White,Male,Local-gov,>50K
2738,58,White,Female,Private,<=50K
2739,37,White,Female,Private,>50K
2740,41,White,Female,Private,<=50K
2741,38,White,Male,Private,>50K
2742,47,White,Male,State-gov,<=50K
2743,42,Black,Male,Private,<=50K
2744,30,White,Male,State-gov,<=50K
2745,43,White,Male,Private,>50K
2746,34,Black,Male,Private,<=50K
2747,57,White,Female,Private,<=50K
2748,46,White,Male,Private,<=50K
2749,32,White,Male,Private,<=50K
2750,20,White,Female,Private,<=50K
2751,47,White,Male,Private,<=50K
2752,55,White,Male,?,<=50K
2753,53,White,Male,Self-emp-not-inc,>50K
2754,43,White,Male,Private,>50K
2755,80,White,Male,Self-emp-not-inc,<=50K
2756,24,White,Female,Private,<=50K
2757,43,White,Male,Local-gov,>50K
2758,22,White,Male,Private,<=50K
2759,40,Black,Male,Private,<=50K
2760,48,White,Male,Private,>50K
2761,56,White,Male,?,<=50K
2762,34,White,Male,?,<=50K
2763,51,White,Male,Private,>50K
2764,24,White,Female,Federal-gov,<=50K
2765,19,White,Female,Private,<=50K
2766,34,White,Female,Private,<=50K
2767,24,White,Male,Private,<=50K
2768,41,White,Male,Private,>50K
2769,24,White,Female,Private,<=50K
2770,22,White,Male,Local-gov,<=50K
2771,32,White,Female,Federal-gov,<=50K
2772,41,White,Female,Private,<=50K
2773,20,White,Male,Private,<=50K
2774,31,Black,Male,Private,<=50K
2775,55,White,Male,Private,>50K
2776,49,Black,Male,State-gov,>50K
2777,26,White,Male,Private,<=50K
2778,27,White,Male,Self-emp-not-inc,<=50K
2779,35,White,Female,Private,<=50K
2780,40,White,Male,Private,<=50K
2781,59,White,Male,Private,<=50K
2782,61,White,Male,Private,>50K
2783,31,Black,Female,Private,<=50K
2784,43,White,Male,Federal-gov,>50K
2785,61,Black,Male,Private,<=50K
2786,54,White,Female,Private,<=50K
2787,30,White,Male,Private,<=50K
2788,20,White,Female,Private,<=50K
2789,27,White,Female,State-gov,<=50K
2790,44,White,Male,Self-emp-inc,<=50K
2791,64,White,Female,Private,<=50K
2792,55,White,Female,Private,<=50K
2793,34,White,Male,Private,<=50K
2794,61,White,Female,Private,<=50K
2795,28,White,Male,Private,<=50K
2796,34,Black,Female,Private,<=50K
2797,47,White,Male,Self-emp-inc,>50K
2798,26,White,Male,Private,<=50K
2799,35,Amer-Indian-Eskimo,Male,Private,<=50K
2800,36,White,Male,Private,<=50K
2801,47,White,Male,Private,>50K
2802,17,Black,Female,Private,<=50K
2803,35,White,Male,Private,<=50K
2804,33,White,Male,Private,<=50K
2805,25,White,Female,Private,<=50K
2806,18,White,Male,Private,<=50K
2807,47,White,Male,State-gov,<=50K
2808,44,Black,Female,Private,<=50K
2809,41,White,Female,Private,<=50K
2810,30,White,Female,Private,<=50K
2811,53,White,Male,Self-emp-not-inc,<=50K
2812,53,Black,Female,Private,<=50K
2813,40,White,Female,Private,<=50K
2814,24,White,Male,Private,<=50K
2815,27,White,Male,Private,<=50K
2816,50,White,Male,Private,<=50K
2817,36,White,Male,Private,<=50K
2818,41,White,Male,Private,>50K
2819,41,White,Female,Private,<=50K
2820,31,White,Female,Private,<=50K
2821,32,White,Male,Federal-gov,<=50K
2822,22,White,Male,Private,<=50K
2823,22,White,Male,Private,<=50K
2824,18,White,Male,Local-gov,<=50K
2825,39,Black,Male,Private,<=50K
2826,38,White,Female,Private,<=50K
2827,35,White,Male,State-gov,<=50K
2828,23,White,Male,Private,<=50K
2829,54,White,Male,Self-emp-not-inc,>50K
2830,36,White,Male,Private,>50K
2831,63,White,Male,Local-gov,<=50K
2832,39,White,Male,Private,<=50K
2833,57,White,Male,Self-emp-not-inc,>50K
2834,58,White,Male,Self-emp-inc,>50K
2835,29,Asian-Pac-Islander,Female,Private,<=50K
2836,17,White,Female,Private,<=50K
2837,40,White,Male,Private,<=50K
2838,69,White,Female,Self-emp-not-inc,<=50K
2839,28,White,Female,Private,<=50K
2840,38,White,Male,Private,<=50K
2841,44,White,Male,Private,>50K
2842,45,Black,Female,Local-gov,<=50K
2843,33,Black,Male,State-gov,<=50K
2844,41,White,Male,Local-gov,>50K
2845,37,White,Male,Self-emp-inc,>50K
2846,50,White,Male,Private,>50K
2847,48,White,Male,Private,<=50K
2848,26,Black,Female,?,<=50K
2849,36,White,Male,Private,>50K
2850,21,White,Female,Private,<=50K
2851,37,White,Male,Private,<=50K
2852,20,White,Female,State-gov,<=50K
2853,54,White,Female,Self-emp-not-inc,<=50K
2854,28,White,Female,Private,<=50K
2855,27,White,Male,Private,<=50K
2856,33,Black,Female,Private,<=50K
2857,46,White,Male,?,<=50K
2858,28,White,Female,?,<=50K
2859,17,White,Male,?,<=50K
2860,40,White,Male,Self-emp-not-inc,>50K
2861,47,White,Male,Private,>50K
2862,44,White,Female,Private,<=50K
2863,25,White,Male,Private,<=50K
2864,35,White,Male,Private,<=50K
2865,29,White,Female,Private,<=50K
2866,30,White,Male,Private,<=50K
2867,30,White,Male,Private,<=50K
2868,56,White,Female,Self-emp-not-inc,<=50K
2869,25,White,Male,Self-emp-not-inc,<=50K
2870,28,Black,Male,Private,<=50K
2871,43,White,Male,Self-emp-not-inc,<=50K
2872,47,White,Male,Local-gov,>50K
2873,46,White,Male,Self-emp-not-inc,<=50K
2874,41,White,Female,State-gov,<=50K
2875,38,White,Female,Federal-gov,>50K
2876,29,Black,Male,Private,<=50K
2877,25,White,Male,Private,<=50K
2878,56,White,Male,Private,<=50K
2879,31,White,Male,Private,<=50K
2880,22,White,Male,Private,<=50K
2881,31,White,Male,Private,<=50K
2882,28,White,Female,Private,<=50K
2883,53,Black,Male,Private,<=50K
2884,45,White,Female,Private,>50K
2885,71,Black,Male,Private,<=50K
2886,65,White,Female,?,<=50K
2887,39,White,Male,Private,>50K
2888,19,White,Female,Federal-gov,<=50K
2889,34,White,Female,Local-gov,<=50K
2890,36,White,Male,Private,<=50K
2891,40,White,Female,Private,<=50K
2892,90,White,Female,Private,<=50K
2893,56,White,Male,Private,<=50K
2894,21,White,Female,Private,<=50K
2895,48,White,Male,Private,>50K
2896,45,White,Female,Private,<=50K
2897,46,White,Male,Private,>50K
2898,64,White,Female,Private,<=50K
2899,29,Asian-Pac-Islander,Male,Local-gov,<=50K
2900,22,White,Female,Private,<=50K
2901,47,White,Male,Private,>50K
2902,67,White,Male,Self-emp-inc,>50K
2903,43,White,Male,Private,<=50K
2904,42,White,Male,Private,<=50K
2905,31,White,Male,Private,<=50K
2906,53,White,Female,Private,<=50K
2907,81,Black,Female,Private,<=50K
2908,33,White,Female,Local-gov,<=50K
2909,17,White,Female,Private,<=50K
2910,55,White,Male,Self-emp-inc,>50K
2911,28,White,Male,Private,<=50K
2912,24,White,Female,Private,<=50K
2913,40,White,Female,Private,<=50K
2914,30,White,Female,Local-gov,<=50K
2915,24,White,Female,Private,<=50K
2916,26,White,Female,Private,<=50K
2917,38,White,Female,Private,<=50K
2918,30,White,Male,Private,>50K
2919,33,White,Male,Private,<=50K
2920,40,White,Male,Private,>50K
2921,63,White,Male,Self-emp-not-inc,<=50K
2922,23,White,Male,Private,<=50K
2923,56,Black,Male,Private,<=50K
2924,42,White,Male,Self-emp-not-inc,<=50K
