id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
8376,-10551,Core staff,Commercial associate,Higher education,1.0
8377,-10551,Core staff,Commercial associate,Higher education,1.0
8378,-20371,"",Pensioner,Secondary / secondary special,0.0
8379,-20371,"",Pensioner,Secondary / secondary special,0.0
8380,-20371,"",Pensioner,Secondary / secondary special,0.0
8381,-20371,"",Pensioner,Secondary / secondary special,0.0
8382,-20371,"",Pensioner,Secondary / secondary special,0.0
8383,-16337,"",Working,Secondary / secondary special,0.0
8384,-16337,"",Working,Secondary / secondary special,0.0
8385,-16337,"",Working,Secondary / secondary special,0.0
8386,-16337,"",Working,Secondary / secondary special,0.0
8387,-16337,"",Working,Secondary / secondary special,0.0
8388,-14784,Laborers,Working,Secondary / secondary special,1.0
8389,-20952,Managers,Working,Secondary / secondary special,1.0
8390,-20952,Managers,Working,Secondary / secondary special,1.0
8391,-20952,Managers,Working,Secondary / secondary special,1.0
8392,-20952,Managers,Working,Secondary / secondary special,1.0
8393,-20952,Managers,Working,Secondary / secondary special,1.0
8394,-20952,Managers,Working,Secondary / secondary special,1.0
8395,-20952,Managers,Working,Secondary / secondary special,1.0
8396,-20952,Managers,Working,Secondary / secondary special,1.0
8397,-12281,"",Working,Higher education,0.0
8398,-12281,"",Working,Higher education,0.0
8399,-12281,"",Working,Higher education,0.0
8400,-12281,"",Working,Higher education,0.0
8401,-12281,"",Working,Higher education,0.0
8402,-12281,"",Working,Higher education,0.0
8403,-12281,"",Working,Higher education,0.0
8404,-12281,"",Working,Higher education,0.0
8405,-12281,"",Working,Higher education,0.0
8406,-12281,"",Working,Higher education,0.0
8407,-12281,"",Working,Higher education,0.0
8408,-12281,"",Working,Higher education,0.0
8409,-12281,"",Working,Higher education,0.0
8410,-22720,"",Pensioner,Secondary / secondary special,0.0
8411,-22720,"",Pensioner,Secondary / secondary special,0.0
8412,-22720,"",Pensioner,Secondary / secondary special,0.0
8413,-18061,"",Commercial associate,Secondary / secondary special,0.0
8414,-18061,"",Commercial associate,Secondary / secondary special,0.0
8415,-18861,Drivers,State servant,Secondary / secondary special,1.0
8416,-18861,Drivers,State servant,Secondary / secondary special,1.0
8417,-18861,Drivers,State servant,Secondary / secondary special,1.0
8418,-18861,Drivers,State servant,Secondary / secondary special,1.0
8419,-18861,Drivers,State servant,Secondary / secondary special,1.0
8420,-18861,Drivers,State servant,Secondary / secondary special,1.0
8421,-18861,Drivers,State servant,Secondary / secondary special,1.0
8422,-19253,"",Working,Secondary / secondary special,0.0
8423,-19253,"",Working,Secondary / secondary special,0.0
8424,-19253,"",Working,Secondary / secondary special,0.0
8425,-18976,Cooking staff,Commercial associate,Higher education,1.0
8426,-18976,Cooking staff,Commercial associate,Higher education,1.0
8427,-21719,"",Pensioner,Lower secondary,1.0
8428,-10388,Core staff,Working,Higher education,1.0
8429,-10388,Core staff,Working,Higher education,1.0
8430,-10388,Core staff,Working,Higher education,1.0
8431,-10388,Core staff,Working,Higher education,1.0
8432,-12783,Core staff,Working,Higher education,1.0
8433,-12783,Core staff,Working,Higher education,1.0
8434,-12783,Core staff,Working,Higher education,1.0
8435,-12783,Core staff,Working,Higher education,1.0
8436,-12783,Core staff,Working,Higher education,1.0
8437,-20009,Sales staff,Commercial associate,Secondary / secondary special,1.0
8438,-14596,"",Commercial associate,Secondary / secondary special,0.0
8439,-14596,"",Commercial associate,Secondary / secondary special,0.0
8440,-14596,"",Commercial associate,Secondary / secondary special,0.0
8441,-14596,"",Commercial associate,Secondary / secondary special,0.0
8442,-14596,"",Commercial associate,Secondary / secondary special,0.0
8443,-20310,Managers,Working,Secondary / secondary special,1.0
8444,-20310,Managers,Working,Secondary / secondary special,1.0
8445,-20310,Managers,Working,Secondary / secondary special,1.0
8446,-23751,"",Pensioner,Secondary / secondary special,0.0
8447,-23751,"",Pensioner,Secondary / secondary special,0.0
8448,-23751,"",Pensioner,Secondary / secondary special,0.0
8449,-23751,"",Pensioner,Secondary / secondary special,0.0
8450,-23751,"",Pensioner,Secondary / secondary special,0.0
8451,-23751,"",Pensioner,Secondary / secondary special,0.0
8452,-23751,"",Pensioner,Secondary / secondary special,0.0
8453,-23751,"",Pensioner,Secondary / secondary special,0.0
8454,-23751,"",Pensioner,Secondary / secondary special,0.0
8455,-23751,"",Pensioner,Secondary / secondary special,0.0
8456,-13354,Laborers,Working,Secondary / secondary special,1.0
8457,-13354,Laborers,Working,Secondary / secondary special,1.0
8458,-13354,Laborers,Working,Secondary / secondary special,1.0
8459,-17147,Sales staff,Commercial associate,Secondary / secondary special,1.0
8460,-17147,Sales staff,Commercial associate,Secondary / secondary special,1.0
8461,-17147,Sales staff,Commercial associate,Secondary / secondary special,1.0
8462,-17147,Sales staff,Commercial associate,Secondary / secondary special,1.0
8463,-11230,Core staff,Commercial associate,Higher education,1.0
8464,-15973,Drivers,Working,Secondary / secondary special,0.0
8465,-15973,Drivers,Working,Secondary / secondary special,0.0
8466,-15973,Drivers,Working,Secondary / secondary special,0.0
8467,-15973,Drivers,Working,Secondary / secondary special,0.0
8468,-15973,Drivers,Working,Secondary / secondary special,0.0
8469,-15973,Drivers,Working,Secondary / secondary special,0.0
8470,-15201,Core staff,Working,Higher education,1.0
8471,-15201,Core staff,Working,Higher education,1.0
8472,-15201,Core staff,Working,Higher education,1.0
8473,-15201,Core staff,Working,Higher education,1.0
8474,-15201,Core staff,Working,Higher education,1.0
8475,-18620,Managers,Commercial associate,Secondary / secondary special,1.0
8476,-18620,Managers,Commercial associate,Secondary / secondary special,1.0
8477,-18620,Managers,Commercial associate,Secondary / secondary special,1.0
8478,-22981,"",Pensioner,Secondary / secondary special,0.0
8479,-22981,"",Pensioner,Secondary / secondary special,0.0
8480,-22981,"",Pensioner,Secondary / secondary special,0.0
8481,-22981,"",Pensioner,Secondary / secondary special,0.0
8482,-21735,"",Pensioner,Lower secondary,1.0
8483,-21735,"",Pensioner,Lower secondary,1.0
8484,-21735,"",Pensioner,Lower secondary,1.0
8485,-21735,"",Pensioner,Lower secondary,1.0
8486,-21735,"",Pensioner,Lower secondary,1.0
8487,-11248,Drivers,Working,Secondary / secondary special,1.0
8488,-11248,Drivers,Working,Secondary / secondary special,1.0
8489,-11248,Drivers,Working,Secondary / secondary special,1.0
8490,-11248,Drivers,Working,Secondary / secondary special,1.0
8491,-15161,Core staff,Commercial associate,Higher education,1.0
8492,-15161,Core staff,Commercial associate,Higher education,1.0
8493,-15161,Core staff,Commercial associate,Higher education,1.0
8494,-15161,Core staff,Commercial associate,Higher education,1.0
8495,-15161,Core staff,Commercial associate,Higher education,1.0
8496,-15161,Core staff,Commercial associate,Higher education,1.0
8497,-15161,Core staff,Commercial associate,Higher education,1.0
8498,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8499,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8500,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8501,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8502,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8503,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8504,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8505,-15923,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8506,-22646,Cleaning staff,Working,Secondary / secondary special,1.0
8507,-22646,Cleaning staff,Working,Secondary / secondary special,1.0
8508,-22646,Cleaning staff,Working,Secondary / secondary special,1.0
8509,-8041,Sales staff,Working,Secondary / secondary special,1.0
8510,-8041,Sales staff,Working,Secondary / secondary special,1.0
8511,-8041,Sales staff,Working,Secondary / secondary special,1.0
8512,-8041,Sales staff,Working,Secondary / secondary special,1.0
8513,-20261,"",Pensioner,Secondary / secondary special,1.0
8514,-17835,Laborers,Commercial associate,Secondary / secondary special,1.0
8515,-17681,"",Commercial associate,Secondary / secondary special,0.0
8516,-17681,"",Commercial associate,Secondary / secondary special,0.0
8517,-17681,"",Commercial associate,Secondary / secondary special,0.0
8518,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8519,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8520,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8521,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8522,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8523,-14577,Sales staff,Commercial associate,Secondary / secondary special,1.0
8524,-12291,"",Working,Higher education,0.0
8525,-12291,"",Working,Higher education,0.0
8526,-12291,"",Working,Higher education,0.0
8527,-12291,"",Working,Higher education,0.0
8528,-12291,"",Working,Higher education,0.0
8529,-12291,"",Working,Higher education,0.0
8530,-15842,Waiters/barmen staff,Working,Secondary / secondary special,1.0
8531,-14006,Laborers,Working,Secondary / secondary special,1.0
8532,-14006,Laborers,Working,Secondary / secondary special,1.0
8533,-8829,"",Commercial associate,Incomplete higher,1.0
8534,-12767,Sales staff,Commercial associate,Secondary / secondary special,1.0
8535,-12767,Sales staff,Commercial associate,Secondary / secondary special,1.0
8536,-12767,Sales staff,Commercial associate,Secondary / secondary special,1.0
8537,-22001,Accountants,Working,Higher education,0.0
8538,-22001,Accountants,Working,Higher education,0.0
8539,-22001,Accountants,Working,Higher education,0.0
8540,-22001,Accountants,Working,Higher education,0.0
8541,-22001,Accountants,Working,Higher education,0.0
8542,-22001,Accountants,Working,Higher education,0.0
8543,-22001,Accountants,Working,Higher education,0.0
8544,-22001,Accountants,Working,Higher education,0.0
8545,-22001,Accountants,Working,Higher education,0.0
8546,-22001,Accountants,Working,Higher education,0.0
8547,-22001,Accountants,Working,Higher education,0.0
8548,-22001,Accountants,Working,Higher education,0.0
8549,-12330,Laborers,Working,Higher education,1.0
8550,-12330,Laborers,Working,Higher education,1.0
8551,-18401,Laborers,Working,Secondary / secondary special,1.0
8552,-18401,Laborers,Working,Secondary / secondary special,1.0
8553,-18401,Laborers,Working,Secondary / secondary special,1.0
8554,-18401,Laborers,Working,Secondary / secondary special,1.0
8555,-18401,Laborers,Working,Secondary / secondary special,1.0
8556,-18401,Laborers,Working,Secondary / secondary special,1.0
8557,-18401,Laborers,Working,Secondary / secondary special,1.0
8558,-18401,Laborers,Working,Secondary / secondary special,1.0
8559,-13165,Drivers,Working,Secondary / secondary special,1.0
8560,-13165,Drivers,Working,Secondary / secondary special,1.0
8561,-13165,Drivers,Working,Secondary / secondary special,1.0
8562,-13165,Drivers,Working,Secondary / secondary special,1.0
8563,-20689,"",Pensioner,Secondary / secondary special,0.0
8564,-20689,"",Pensioner,Secondary / secondary special,0.0
8565,-20689,"",Pensioner,Secondary / secondary special,0.0
8566,-20689,"",Pensioner,Secondary / secondary special,0.0
8567,-20689,"",Pensioner,Secondary / secondary special,0.0
8568,-19960,Accountants,Commercial associate,Higher education,1.0
8569,-19960,Accountants,Commercial associate,Higher education,1.0
8570,-19960,Accountants,Commercial associate,Higher education,1.0
8571,-19960,Accountants,Commercial associate,Higher education,1.0
8572,-19960,Accountants,Commercial associate,Higher education,1.0
8573,-19960,Accountants,Commercial associate,Higher education,1.0
8574,-19960,Accountants,Commercial associate,Higher education,1.0
8575,-19960,Accountants,Commercial associate,Higher education,1.0
8576,-19960,Accountants,Commercial associate,Higher education,1.0
8577,-19960,Accountants,Commercial associate,Higher education,1.0
8578,-18085,Security staff,Working,Higher education,1.0
8579,-18085,Security staff,Working,Higher education,1.0
8580,-18085,Security staff,Working,Higher education,1.0
8581,-18085,Security staff,Working,Higher education,1.0
8582,-18085,Security staff,Working,Higher education,1.0
8583,-12623,Laborers,Working,Secondary / secondary special,1.0
8584,-12623,Laborers,Working,Secondary / secondary special,1.0
8585,-12623,Laborers,Working,Secondary / secondary special,1.0
8586,-12623,Laborers,Working,Secondary / secondary special,1.0
8587,-12623,Laborers,Working,Secondary / secondary special,1.0
8588,-12623,Laborers,Working,Secondary / secondary special,1.0
8589,-10930,Core staff,Working,Secondary / secondary special,1.0
8590,-10998,Accountants,Working,Higher education,1.0
8591,-10998,Accountants,Working,Higher education,1.0
8592,-10998,Accountants,Working,Higher education,1.0
8593,-9778,Core staff,Commercial associate,Higher education,1.0
8594,-9778,Core staff,Commercial associate,Higher education,1.0
8595,-9778,Core staff,Commercial associate,Higher education,1.0
8596,-9778,Core staff,Commercial associate,Higher education,1.0
8597,-9778,Core staff,Commercial associate,Higher education,1.0
8598,-9778,Core staff,Commercial associate,Higher education,1.0
8599,-9778,Core staff,Commercial associate,Higher education,1.0
8600,-9778,Core staff,Commercial associate,Higher education,1.0
8601,-9778,Core staff,Commercial associate,Higher education,1.0
8602,-9778,Core staff,Commercial associate,Higher education,1.0
8603,-9778,Core staff,Commercial associate,Higher education,1.0
8604,-18700,"",Working,Secondary / secondary special,0.0
8605,-18700,"",Working,Secondary / secondary special,0.0
8606,-8097,"",Working,Incomplete higher,1.0
8607,-23019,"",Pensioner,Secondary / secondary special,0.0
8608,-23019,"",Pensioner,Secondary / secondary special,0.0
8609,-23019,"",Pensioner,Secondary / secondary special,0.0
8610,-23019,"",Pensioner,Secondary / secondary special,0.0
8611,-23019,"",Pensioner,Secondary / secondary special,0.0
8612,-23019,"",Pensioner,Secondary / secondary special,0.0
8613,-23019,"",Pensioner,Secondary / secondary special,0.0
8614,-23019,"",Pensioner,Secondary / secondary special,0.0
8615,-23019,"",Pensioner,Secondary / secondary special,0.0
8616,-23019,"",Pensioner,Secondary / secondary special,0.0
8617,-21576,Drivers,Commercial associate,Higher education,1.0
8618,-21576,Drivers,Commercial associate,Higher education,1.0
8619,-21576,Drivers,Commercial associate,Higher education,1.0
8620,-21576,Drivers,Commercial associate,Higher education,1.0
8621,-10553,Drivers,Working,Secondary / secondary special,1.0
8622,-10553,Drivers,Working,Secondary / secondary special,1.0
8623,-10553,Drivers,Working,Secondary / secondary special,1.0
8624,-10553,Drivers,Working,Secondary / secondary special,1.0
8625,-10553,Drivers,Working,Secondary / secondary special,1.0
8626,-18035,Drivers,Working,Secondary / secondary special,1.0
8627,-18035,Drivers,Working,Secondary / secondary special,1.0
8628,-19930,Managers,Working,Higher education,1.0
8629,-21369,Drivers,Working,Secondary / secondary special,1.0
8630,-21369,Drivers,Working,Secondary / secondary special,1.0
8631,-21369,Drivers,Working,Secondary / secondary special,1.0
8632,-21369,Drivers,Working,Secondary / secondary special,1.0
8633,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8634,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8635,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8636,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8637,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8638,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8639,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8640,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8641,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8642,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8643,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8644,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8645,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8646,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8647,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8648,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8649,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8650,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8651,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8652,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8653,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8654,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8655,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8656,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8657,-21215,Medicine staff,State servant,Secondary / secondary special,0.0
8658,-18256,Sales staff,Working,Secondary / secondary special,1.0
8659,-18256,Sales staff,Working,Secondary / secondary special,1.0
8660,-18256,Sales staff,Working,Secondary / secondary special,1.0
8661,-11384,Drivers,Working,Higher education,1.0
8662,-11384,Drivers,Working,Higher education,1.0
8663,-11384,Drivers,Working,Higher education,1.0
8664,-11384,Drivers,Working,Higher education,1.0
8665,-11384,Drivers,Working,Higher education,1.0
8666,-11384,Drivers,Working,Higher education,1.0
8667,-11384,Drivers,Working,Higher education,1.0
8668,-11384,Drivers,Working,Higher education,1.0
8669,-11384,Drivers,Working,Higher education,1.0
8670,-11384,Drivers,Working,Higher education,1.0
8671,-11384,Drivers,Working,Higher education,1.0
8672,-12529,"",State servant,Secondary / secondary special,0.0
8673,-12529,"",State servant,Secondary / secondary special,0.0
8674,-12529,"",State servant,Secondary / secondary special,0.0
8675,-12529,"",State servant,Secondary / secondary special,0.0
8676,-12529,"",State servant,Secondary / secondary special,0.0
8677,-12529,"",State servant,Secondary / secondary special,0.0
8678,-19382,"",State servant,Secondary / secondary special,0.0
8679,-19382,"",State servant,Secondary / secondary special,0.0
8680,-19382,"",State servant,Secondary / secondary special,0.0
8681,-19382,"",State servant,Secondary / secondary special,0.0
8682,-19382,"",State servant,Secondary / secondary special,0.0
8683,-19382,"",State servant,Secondary / secondary special,0.0
8684,-19382,"",State servant,Secondary / secondary special,0.0
8685,-19382,"",State servant,Secondary / secondary special,0.0
8686,-19382,"",State servant,Secondary / secondary special,0.0
8687,-13058,High skill tech staff,Working,Higher education,1.0
8688,-13058,High skill tech staff,Working,Higher education,1.0
8689,-13058,High skill tech staff,Working,Higher education,1.0
8690,-13058,High skill tech staff,Working,Higher education,1.0
8691,-13058,High skill tech staff,Working,Higher education,1.0
8692,-13058,High skill tech staff,Working,Higher education,1.0
8693,-13058,High skill tech staff,Working,Higher education,1.0
8694,-13058,High skill tech staff,Working,Higher education,1.0
8695,-15349,Managers,State servant,Secondary / secondary special,1.0
8696,-15349,Managers,State servant,Secondary / secondary special,1.0
8697,-15349,Managers,State servant,Secondary / secondary special,1.0
8698,-15349,Managers,State servant,Secondary / secondary special,1.0
8699,-20695,Core staff,Working,Secondary / secondary special,1.0
8700,-20695,Core staff,Working,Secondary / secondary special,1.0
8701,-20695,Core staff,Working,Secondary / secondary special,1.0
8702,-20695,Core staff,Working,Secondary / secondary special,1.0
8703,-14167,Laborers,Commercial associate,Secondary / secondary special,1.0
8704,-14167,Laborers,Commercial associate,Secondary / secondary special,1.0
8705,-14167,Laborers,Commercial associate,Secondary / secondary special,1.0
8706,-9746,Medicine staff,Working,Incomplete higher,1.0
8707,-9746,Medicine staff,Working,Incomplete higher,1.0
8708,-9746,Medicine staff,Working,Incomplete higher,1.0
8709,-9746,Medicine staff,Working,Incomplete higher,1.0
8710,-9746,Medicine staff,Working,Incomplete higher,1.0
8711,-9746,Medicine staff,Working,Incomplete higher,1.0
8712,-9746,Medicine staff,Working,Incomplete higher,1.0
8713,-9746,Medicine staff,Working,Incomplete higher,1.0
8714,-9746,Medicine staff,Working,Incomplete higher,1.0
8715,-9746,Medicine staff,Working,Incomplete higher,1.0
8716,-9746,Medicine staff,Working,Incomplete higher,1.0
8717,-10756,Managers,Commercial associate,Secondary / secondary special,1.0
8718,-10756,Managers,Commercial associate,Secondary / secondary special,1.0
8719,-10756,Managers,Commercial associate,Secondary / secondary special,1.0
8720,-10756,Managers,Commercial associate,Secondary / secondary special,1.0
8721,-10756,Managers,Commercial associate,Secondary / secondary special,1.0
8722,-13024,Drivers,State servant,Higher education,1.0
8723,-13024,Drivers,State servant,Higher education,1.0
8724,-13024,Drivers,State servant,Higher education,1.0
8725,-13024,Drivers,State servant,Higher education,1.0
8726,-13024,Drivers,State servant,Higher education,1.0
8727,-13024,Drivers,State servant,Higher education,1.0
8728,-13024,Drivers,State servant,Higher education,1.0
8729,-13024,Drivers,State servant,Higher education,1.0
8730,-13024,Drivers,State servant,Higher education,1.0
8731,-13024,Drivers,State servant,Higher education,1.0
8732,-19401,Managers,Working,Higher education,1.0
8733,-19401,Managers,Working,Higher education,1.0
8734,-19401,Managers,Working,Higher education,1.0
8735,-10273,Private service staff,Working,Secondary / secondary special,0.0
8736,-10273,Private service staff,Working,Secondary / secondary special,0.0
8737,-10273,Private service staff,Working,Secondary / secondary special,0.0
8738,-10273,Private service staff,Working,Secondary / secondary special,0.0
8739,-10273,Private service staff,Working,Secondary / secondary special,0.0
8740,-16577,Drivers,Working,Secondary / secondary special,1.0
8741,-16577,Drivers,Working,Secondary / secondary special,1.0
8742,-16577,Drivers,Working,Secondary / secondary special,1.0
8743,-20030,Cooking staff,Working,Secondary / secondary special,1.0
8744,-10403,Laborers,Working,Secondary / secondary special,1.0
8745,-10403,Laborers,Working,Secondary / secondary special,1.0
8746,-10403,Laborers,Working,Secondary / secondary special,1.0
8747,-15236,Medicine staff,Commercial associate,Secondary / secondary special,1.0
8748,-15236,Medicine staff,Commercial associate,Secondary / secondary special,1.0
8749,-15236,Medicine staff,Commercial associate,Secondary / secondary special,1.0
8750,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8751,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8752,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8753,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8754,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8755,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8756,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8757,-9958,Waiters/barmen staff,Working,Secondary / secondary special,0.0
8758,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8759,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8760,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8761,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8762,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8763,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8764,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8765,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8766,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8767,-15476,Laborers,Commercial associate,Secondary / secondary special,1.0
8768,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8769,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8770,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8771,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8772,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8773,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8774,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8775,-13033,Laborers,Commercial associate,Secondary / secondary special,1.0
8776,-11723,"",Working,Higher education,0.0
8777,-11723,"",Working,Higher education,0.0
8778,-11723,"",Working,Higher education,0.0
8779,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8780,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8781,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8782,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8783,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8784,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8785,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8786,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8787,-15033,Cooking staff,State servant,Secondary / secondary special,0.0
8788,-12315,Sales staff,Commercial associate,Higher education,1.0
8789,-12315,Sales staff,Commercial associate,Higher education,1.0
8790,-12315,Sales staff,Commercial associate,Higher education,1.0
8791,-12315,Sales staff,Commercial associate,Higher education,1.0
8792,-12315,Sales staff,Commercial associate,Higher education,1.0
8793,-12315,Sales staff,Commercial associate,Higher education,1.0
8794,-12315,Sales staff,Commercial associate,Higher education,1.0
8795,-10828,Core staff,Commercial associate,Higher education,1.0
8796,-10828,Core staff,Commercial associate,Higher education,1.0
8797,-10828,Core staff,Commercial associate,Higher education,1.0
8798,-10828,Core staff,Commercial associate,Higher education,1.0
8799,-10828,Core staff,Commercial associate,Higher education,1.0
8800,-10828,Core staff,Commercial associate,Higher education,1.0
8801,-10828,Core staff,Commercial associate,Higher education,1.0
8802,-10828,Core staff,Commercial associate,Higher education,1.0
8803,-10828,Core staff,Commercial associate,Higher education,1.0
8804,-10828,Core staff,Commercial associate,Higher education,1.0
8805,-10828,Core staff,Commercial associate,Higher education,1.0
8806,-10828,Core staff,Commercial associate,Higher education,1.0
8807,-10828,Core staff,Commercial associate,Higher education,1.0
8808,-10828,Core staff,Commercial associate,Higher education,1.0
8809,-15448,Security staff,Commercial associate,Higher education,0.0
8810,-15448,Security staff,Commercial associate,Higher education,0.0
8811,-15448,Security staff,Commercial associate,Higher education,0.0
8812,-15448,Security staff,Commercial associate,Higher education,0.0
8813,-15448,Security staff,Commercial associate,Higher education,0.0
8814,-15448,Security staff,Commercial associate,Higher education,0.0
8815,-15448,Security staff,Commercial associate,Higher education,0.0
8816,-15448,Security staff,Commercial associate,Higher education,0.0
8817,-15448,Security staff,Commercial associate,Higher education,0.0
8818,-19143,Core staff,Working,Secondary / secondary special,1.0
8819,-19143,Core staff,Working,Secondary / secondary special,1.0
8820,-10749,Laborers,Working,Higher education,1.0
8821,-10749,Laborers,Working,Higher education,1.0
8822,-10749,Laborers,Working,Higher education,1.0
8823,-17931,Drivers,Working,Secondary / secondary special,1.0
8824,-17931,Drivers,Working,Secondary / secondary special,1.0
8825,-15493,Laborers,Working,Secondary / secondary special,1.0
8826,-15493,Laborers,Working,Secondary / secondary special,1.0
8827,-15493,Laborers,Working,Secondary / secondary special,1.0
8828,-15493,Laborers,Working,Secondary / secondary special,1.0
8829,-15493,Laborers,Working,Secondary / secondary special,1.0
8830,-15493,Laborers,Working,Secondary / secondary special,1.0
8831,-15493,Laborers,Working,Secondary / secondary special,1.0
8832,-15493,Laborers,Working,Secondary / secondary special,1.0
8833,-15493,Laborers,Working,Secondary / secondary special,1.0
8834,-15493,Laborers,Working,Secondary / secondary special,1.0
8835,-15493,Laborers,Working,Secondary / secondary special,1.0
8836,-15493,Laborers,Working,Secondary / secondary special,1.0
8837,-15493,Laborers,Working,Secondary / secondary special,1.0
8838,-15493,Laborers,Working,Secondary / secondary special,1.0
8839,-13387,"",Working,Secondary / secondary special,0.0
8840,-13387,"",Working,Secondary / secondary special,0.0
8841,-13876,Laborers,Working,Secondary / secondary special,1.0
8842,-13876,Laborers,Working,Secondary / secondary special,1.0
8843,-13876,Laborers,Working,Secondary / secondary special,1.0
8844,-13876,Laborers,Working,Secondary / secondary special,1.0
8845,-13876,Laborers,Working,Secondary / secondary special,1.0
8846,-13876,Laborers,Working,Secondary / secondary special,1.0
8847,-13876,Laborers,Working,Secondary / secondary special,1.0
8848,-13876,Laborers,Working,Secondary / secondary special,1.0
8849,-17051,Sales staff,Working,Secondary / secondary special,1.0
8850,-17051,Sales staff,Working,Secondary / secondary special,1.0
8851,-17051,Sales staff,Working,Secondary / secondary special,1.0
8852,-17051,Sales staff,Working,Secondary / secondary special,1.0
8853,-17051,Sales staff,Working,Secondary / secondary special,1.0
8854,-17051,Sales staff,Working,Secondary / secondary special,1.0
8855,-17051,Sales staff,Working,Secondary / secondary special,1.0
8856,-17051,Sales staff,Working,Secondary / secondary special,1.0
8857,-17051,Sales staff,Working,Secondary / secondary special,1.0
8858,-12167,"",Commercial associate,Secondary / secondary special,0.0
8859,-12167,"",Commercial associate,Secondary / secondary special,0.0
8860,-12167,"",Commercial associate,Secondary / secondary special,0.0
8861,-12167,"",Commercial associate,Secondary / secondary special,0.0
8862,-12167,"",Commercial associate,Secondary / secondary special,0.0
