id,age,race,sex,workclass,income,prediction
8102,34,White,Female,Private,<=50K,0
8103,44,White,Male,Self-emp-not-inc,>50K,0
8104,37,White,Female,Local-gov,<=50K,1
8105,39,White,Female,Private,>50K,1
8106,32,White,Male,Self-emp-inc,>50K,1
8107,23,White,Female,Private,<=50K,0
8108,45,White,Male,Federal-gov,<=50K,0
8109,30,White,Male,Private,<=50K,0
8110,20,White,Female,Private,<=50K,0
8111,41,White,Male,Private,<=50K,0
8112,21,White,Female,Private,<=50K,1
8113,48,Asian-Pac-Islander,Male,Private,<=50K,0
8114,31,White,Male,Private,>50K,0
8115,34,Black,Male,Private,<=50K,1
8116,25,Black,Male,Private,<=50K,1
8117,41,White,Male,Self-emp-not-inc,<=50K,0
8118,35,White,Male,Self-emp-not-inc,>50K,0
8119,42,White,Female,Private,<=50K,1
8120,34,White,Male,Self-emp-not-inc,>50K,1
8121,44,White,Male,Private,<=50K,0
8122,32,White,Male,Private,>50K,0
8123,25,Asian-Pac-Islander,Male,Private,<=50K,1
8124,23,White,Male,Private,<=50K,0
8125,36,Other,Male,Private,>50K,0
8126,53,White,Male,Self-emp-not-inc,>50K,1
8127,27,White,Male,Private,<=50K,1
8128,27,White,Female,Private,<=50K,0
8129,57,White,Female,Private,<=50K,0
8130,17,White,Female,Private,<=50K,0
8131,59,White,Female,Local-gov,<=50K,1
8132,34,White,Female,Private,<=50K,1
8133,30,White,Male,Private,<=50K,0
8134,31,Black,Female,State-gov,<=50K,0
8135,18,White,Male,?,<=50K,0
8136,23,White,Male,Private,<=50K,1
8137,19,White,Male,Private,<=50K,1
8138,20,White,Male,Self-emp-not-inc,<=50K,0
8139,52,White,Male,Self-emp-not-inc,<=50K,0
8140,39,White,Male,Local-gov,>50K,1
8141,27,White,Female,Private,<=50K,1
8142,19,White,Female,Private,<=50K,0
8143,38,White,Female,Local-gov,<=50K,0
8144,19,White,Male,Private,<=50K,1
8145,34,White,Female,Private,>50K,0
8146,41,White,Male,Private,<=50K,0
8147,23,White,Female,Private,<=50K,1
8148,24,White,Male,?,<=50K,1
8149,24,White,Female,Private,<=50K,0
8150,22,Amer-Indian-Eskimo,Male,Private,<=50K,1
8151,45,White,Male,Private,>50K,1
8152,45,White,Male,Private,>50K,1
8153,48,Asian-Pac-Islander,Male,Private,>50K,0
8154,42,White,Male,Private,<=50K,0
8155,35,White,Male,Self-emp-not-inc,<=50K,1
8156,32,Amer-Indian-Eskimo,Female,Private,<=50K,0
8157,51,White,Female,Local-gov,<=50K,0
8158,59,White,Male,Private,>50K,1
8159,31,White,Male,Local-gov,<=50K,1
8160,27,White,Male,Local-gov,<=50K,0
8161,29,Black,Male,Private,>50K,0
8162,57,White,Female,Private,<=50K,1
8163,40,White,Male,Private,<=50K,1
8164,31,White,Male,Private,<=50K,0
8165,23,White,Male,Private,<=50K,0
8166,42,White,Female,Private,<=50K,1
8167,60,White,Male,Private,<=50K,0
8168,53,White,Female,Local-gov,>50K,0
8169,20,White,Female,?,<=50K,1
8170,27,White,Male,Private,<=50K,0
8171,31,White,Male,Private,<=50K,0
8172,29,White,Male,State-gov,<=50K,1
8173,22,White,Male,Private,<=50K,1
8174,42,White,Female,Private,>50K,0
8175,63,White,Male,Self-emp-inc,>50K,0
8176,28,White,Male,Private,<=50K,0
8177,79,White,Male,Private,<=50K,1
8178,39,White,Male,Private,>50K,0
8179,29,Other,Male,Private,<=50K,0
8180,60,White,Male,Private,<=50K,1
8181,58,White,Female,Private,<=50K,0
8182,20,White,Female,Private,<=50K,0
8183,44,White,Male,Private,>50K,1
8184,47,White,Male,Private,<=50K,1
8185,59,White,Male,Private,>50K,1
8186,37,White,Male,Private,<=50K,0
8187,21,White,Male,Private,<=50K,0
8188,68,White,Female,Private,<=50K,1
8189,43,White,Male,Private,<=50K,0
8190,23,Black,Female,?,<=50K,1
8191,23,White,Female,Private,<=50K,1
8192,40,White,Female,Local-gov,<=50K,0
8193,45,White,Female,Self-emp-not-inc,<=50K,0
8194,34,White,Male,?,>50K,1
8195,22,White,Male,Private,<=50K,1
8196,38,White,Male,Private,>50K,0
8197,24,White,Male,Private,<=50K,0
8198,23,White,Female,Private,<=50K,1
8199,39,White,Male,Federal-gov,>50K,1
8200,26,White,Male,Private,<=50K,0
8201,24,White,Male,Private,<=50K,0
8202,22,White,Male,Private,<=50K,1
8203,36,White,Male,Private,<=50K,0
8204,20,White,Female,Private,<=50K,0
8205,18,Black,Male,Private,<=50K,0
8206,38,White,Male,Private,>50K,1
8207,43,White,Male,Self-emp-inc,<=50K,1
8208,56,Black,Male,Private,<=50K,1
8209,42,White,Male,Private,>50K,1
8210,35,White,Male,Private,>50K,1
8211,31,White,Female,Private,<=50K,0
8212,73,White,Male,Private,<=50K,0
8213,32,White,Female,Private,<=50K,1
8214,37,White,Male,Private,>50K,0
8215,66,White,Male,Private,<=50K,0
8216,22,White,Female,Private,<=50K,1
8217,51,White,Male,Private,<=50K,1
8218,31,White,Male,Private,<=50K,1
8219,65,White,Female,Private,<=50K,1
8220,39,Black,Female,Private,<=50K,1
8221,48,White,Female,Private,<=50K,1
8222,20,White,Female,Private,<=50K,0
8223,28,White,Male,?,<=50K,0
8224,48,White,Male,Private,>50K,1
8225,29,White,Male,Federal-gov,<=50K,0
8226,36,White,Male,Self-emp-not-inc,>50K,0
8227,35,White,Male,Self-emp-inc,>50K,1
8228,31,White,Male,Private,>50K,1
8229,48,White,Male,State-gov,<=50K,0
8230,36,White,Male,Private,<=50K,0
8231,40,White,Male,Self-emp-not-inc,<=50K,1
8232,57,White,Male,Private,<=50K,1
8233,26,White,Female,Local-gov,<=50K,0
8234,37,White,Female,State-gov,<=50K,0
8235,65,White,Male,Private,>50K,1
8236,26,White,Female,Self-emp-not-inc,<=50K,0
8237,42,White,Male,Private,<=50K,0
8238,47,White,Male,Private,>50K,1
8239,62,White,Male,Private,<=50K,1
8240,27,White,Male,Private,<=50K,0
8241,76,White,Male,Self-emp-not-inc,<=50K,0
8242,20,White,Female,?,<=50K,1
8243,29,White,Female,Private,<=50K,1
8244,29,White,Male,Private,>50K,0
8245,32,White,Male,Private,<=50K,0
8246,22,White,Male,Self-emp-inc,<=50K,1
8247,30,Black,Female,Federal-gov,<=50K,0
8248,43,White,Female,Local-gov,<=50K,0
8249,23,White,Male,Private,<=50K,1
8250,44,White,Male,Federal-gov,>50K,1
8251,41,White,Male,Private,<=50K,0
8252,49,Black,Female,State-gov,>50K,0
8253,30,White,Male,Private,>50K,0
8254,23,White,Male,Private,<=50K,1
8255,39,White,Female,Private,<=50K,1
8256,32,White,Male,Private,>50K,0
8257,50,White,Male,Private,>50K,0
8258,19,White,Female,Private,<=50K,0
8259,35,White,Male,Private,>50K,1
8260,23,White,Male,Private,<=50K,0
8261,25,White,Male,Private,<=50K,0
8262,40,White,Female,Private,<=50K,1
8263,30,Black,Male,Private,>50K,1
8264,52,White,Male,Private,>50K,1
8265,49,Black,Male,Private,<=50K,0
8266,24,White,Female,Private,<=50K,0
8267,46,White,Male,Private,>50K,1
8268,39,White,Male,Private,>50K,0
8269,45,White,Male,Self-emp-not-inc,>50K,0
8270,62,White,Female,Local-gov,<=50K,1
8271,43,White,Male,Private,>50K,1
8272,45,White,Female,Private,<=50K,0
8273,62,White,Male,Self-emp-not-inc,<=50K,0
8274,48,White,Male,Private,<=50K,1
8275,56,Black,Female,Private,<=50K,1
8276,28,White,Female,Private,<=50K,0
8277,23,Black,Male,Private,<=50K,0
8278,43,White,Female,Private,<=50K,1
8279,26,White,Male,Private,>50K,0
8280,36,White,Male,Private,>50K,0
8281,55,White,Female,Local-gov,<=50K,1
8282,48,White,Female,State-gov,<=50K,0
8283,43,Asian-Pac-Islander,Female,Private,<=50K,0
8284,38,White,Male,Private,>50K,0
8285,18,White,Male,Private,<=50K,1
8286,56,White,Male,Self-emp-not-inc,<=50K,1
8287,39,White,Male,Self-emp-not-inc,<=50K,0
8288,46,White,Male,Private,<=50K,0
8289,36,Amer-Indian-Eskimo,Male,Private,<=50K,1
8290,42,White,Male,Self-emp-not-inc,<=50K,0
8291,50,White,Male,Private,>50K,0
8292,17,White,Male,Private,<=50K,1
8293,57,Black,Female,Private,<=50K,0
8294,73,White,Female,Private,<=50K,0
8295,50,White,Male,Federal-gov,<=50K,1
8296,35,White,Male,Private,<=50K,1
8297,27,White,Male,Private,<=50K,0
8298,24,White,Female,?,<=50K,0
8299,27,White,Male,Private,<=50K,0
8300,23,White,Male,Self-emp-not-inc,<=50K,1
8301,25,White,Female,Private,<=50K,0
8302,51,White,Male,Private,>50K,0
8303,26,White,Female,Private,<=50K,1
8304,47,White,Male,Private,<=50K,0
8305,40,Black,Male,Private,<=50K,0
8306,58,White,Female,Private,<=50K,1
8307,25,White,Female,Private,<=50K,0
8308,29,White,Female,Private,<=50K,0
8309,36,White,Male,Private,<=50K,1
8310,46,White,Female,Private,<=50K,1
8311,69,Black,Female,Private,<=50K,1
8312,69,White,Female,Private,<=50K,0
8313,28,Black,Female,Private,<=50K,0
8314,20,White,Male,Private,<=50K,1
8315,54,Black,Female,State-gov,<=50K,0
8316,25,White,Male,Private,<=50K,0
8317,64,White,Male,Local-gov,<=50K,1
8318,17,White,Female,Private,<=50K,0
8319,53,White,Male,Federal-gov,<=50K,0
8320,50,White,Male,Private,<=50K,0
8321,57,White,Female,Private,<=50K,1
8322,51,White,Male,Private,<=50K,1
8323,20,White,Male,?,<=50K,0
8324,47,White,Male,Private,<=50K,0
8325,25,White,Male,Private,<=50K,1
8326,50,White,Male,State-gov,>50K,1
8327,20,White,Female,Private,<=50K,0
8328,43,White,Male,State-gov,>50K,0
8329,46,White,Female,Private,<=50K,0
8330,54,White,Female,Private,<=50K,0
8331,53,Amer-Indian-Eskimo,Female,Private,<=50K,0
8332,21,White,Male,Private,<=50K,1
8333,58,White,Male,Private,<=50K,1
8334,30,White,Male,Private,>50K,0
8335,61,Black,Female,Private,<=50K,0
8336,56,White,Female,State-gov,<=50K,1
8337,59,White,Female,Private,<=50K,0
8338,72,White,Male,Private,<=50K,0
8339,33,White,Male,Private,<=50K,0
8340,46,White,Female,Private,>50K,1
8341,46,White,Male,Local-gov,>50K,0
8342,48,Black,Female,Private,<=50K,0
8343,33,White,Male,Private,<=50K,1
8344,21,White,Female,Private,<=50K,1
8345,27,White,Female,Private,<=50K,0
8346,31,White,Male,Private,<=50K,0
8347,28,White,Male,Private,<=50K,1
8348,45,White,Female,Local-gov,<=50K,0
8349,51,White,Male,Private,>50K,0
8350,46,Black,Female,State-gov,<=50K,1
8351,25,White,Male,Private,<=50K,1
8352,61,White,Male,Private,>50K,0
8353,17,White,Female,Private,<=50K,0
8354,26,White,Male,Private,<=50K,1
8355,35,White,Male,Private,<=50K,1
8356,33,White,Male,Self-emp-not-inc,<=50K,0
8357,37,Asian-Pac-Islander,Female,Private,<=50K,0
8358,39,White,Female,Local-gov,<=50K,1
8359,42,White,Female,Private,<=50K,0
8360,35,White,Male,Private,>50K,0
8361,45,White,Female,Private,>50K,1
8362,47,White,Male,Self-emp-inc,>50K,1
8363,64,White,Male,Private,<=50K,0
8364,39,White,Female,Private,>50K,0
8365,43,White,Female,?,<=50K,1
8366,34,White,Male,Private,<=50K,1
8367,62,White,Male,Private,>50K,0
8368,53,White,Male,Private,>50K,0
8369,31,White,Male,Private,<=50K,1
8370,26,White,Male,Private,<=50K,1
8371,56,White,Male,Self-emp-inc,>50K,0
8372,43,White,Female,Private,<=50K,1
8373,33,Black,Male,Private,<=50K,1
8374,45,White,Male,Self-emp-not-inc,>50K,0
8375,46,White,Male,Private,<=50K,0
8376,26,White,Male,Private,<=50K,0
8377,24,White,Female,Private,<=50K,1
8378,43,White,Male,Private,>50K,1
8379,40,White,Male,Private,<=50K,0
8380,61,White,Male,Private,<=50K,0
8381,34,Black,Female,Federal-gov,<=50K,0
8382,85,White,Male,Private,<=50K,1
8383,41,White,Female,Private,<=50K,0
8384,31,White,Female,State-gov,<=50K,0
8385,22,White,Female,Private,<=50K,0
8386,60,Black,Female,Private,<=50K,1
8387,29,White,Female,Private,<=50K,1
8388,34,White,Male,?,<=50K,0
8389,35,Asian-Pac-Islander,Female,State-gov,<=50K,0
8390,24,White,Male,Private,<=50K,1
8391,45,Black,Male,Local-gov,<=50K,0
8392,21,Black,Male,Local-gov,<=50K,0
8393,30,White,Female,Private,>50K,1
8394,50,White,Male,Self-emp-inc,>50K,0
8395,41,White,Male,Self-emp-not-inc,>50K,0
8396,21,White,Female,Private,<=50K,0
8397,45,White,Male,Private,<=50K,1
8398,34,White,Male,Private,>50K,1
8399,28,White,Male,Private,<=50K,0
8400,19,White,Male,Private,<=50K,0
8401,26,White,Male,Private,>50K,0
8402,48,White,Male,Private,>50K,1
8403,69,White,Male,Private,>50K,0
8404,41,White,Female,Private,<=50K,0
8405,43,White,Female,Private,<=50K,1
8406,28,White,Male,Private,<=50K,1
8407,65,White,Female,Local-gov,<=50K,0
8408,31,White,Male,Private,<=50K,0
8409,28,White,Female,Private,<=50K,0
8410,51,White,Male,Private,>50K,0
8411,45,White,Female,Private,<=50K,1
8412,43,Black,Male,Private,<=50K,1
8413,31,White,Male,Private,<=50K,0
8414,31,White,Male,Private,>50K,0
8415,45,Asian-Pac-Islander,Male,Private,<=50K,1
8416,20,Black,Female,Private,<=50K,1
8417,25,White,Male,Private,<=50K,1
8418,36,White,Female,Private,<=50K,0
8419,31,White,Male,Private,<=50K,0
8420,56,White,Male,Private,<=50K,0
8421,26,White,Male,Private,<=50K,0
8422,47,White,Female,Self-emp-not-inc,<=50K,1
8423,40,White,Male,Self-emp-inc,<=50K,1
8424,32,White,Female,Private,<=50K,0
8425,34,Black,Female,State-gov,<=50K,0
8426,37,White,Male,Private,<=50K,1
8427,38,White,Male,Private,<=50K,1
8428,19,Asian-Pac-Islander,Male,Private,<=50K,1
8429,49,White,Female,Private,<=50K,0
8430,18,Black,Female,?,<=50K,1
8431,26,White,Female,Private,<=50K,0
8432,82,White,Male,Private,<=50K,0
8433,40,White,Male,Private,<=50K,1
8434,28,White,Male,Private,<=50K,1
8435,23,Black,Male,Private,<=50K,0
8436,19,White,Male,Private,<=50K,0
8437,67,Black,Male,Private,<=50K,1
8438,43,White,Male,Private,>50K,1
8439,41,Other,Female,Private,<=50K,1
8440,37,White,Female,Private,<=50K,1
8441,20,White,Male,Private,<=50K,1
8442,40,White,Male,Private,<=50K,0
8443,47,White,Male,Private,>50K,0
8444,40,White,Male,Private,<=50K,1
8445,39,White,Female,State-gov,<=50K,1
8446,24,Black,Female,Private,<=50K,0
8447,78,White,Male,?,<=50K,0
8448,67,White,Female,?,<=50K,1
8449,49,White,Male,Private,>50K,0
8450,66,White,Male,Private,<=50K,0
8451,52,White,Female,Private,<=50K,1
8452,59,White,Male,Self-emp-inc,<=50K,1
8453,72,White,Female,Private,<=50K,0
8454,35,White,Male,Federal-gov,<=50K,0
8455,30,White,Female,Private,>50K,1
8456,36,White,Male,Private,<=50K,1
8457,26,White,Female,Private,<=50K,0
8458,23,White,Male,Private,<=50K,0
8459,39,White,Male,Private,>50K,1
8460,40,White,Male,Self-emp-not-inc,<=50K,1
8461,29,White,Male,Private,<=50K,0
8462,38,White,Male,Private,<=50K,1
8463,63,White,Male,Private,<=50K,1
8464,58,White,Male,Self-emp-not-inc,>50K,0
8465,30,White,Female,Private,<=50K,0
8466,38,Black,Female,State-gov,<=50K,1
8467,25,White,Female,Private,<=50K,1
8468,44,White,Male,State-gov,>50K,0
8469,43,White,Female,Private,>50K,0
8470,21,White,Male,Private,<=50K,1
8471,41,White,Male,Local-gov,<=50K,1
8472,38,White,Male,Private,>50K,0
8473,75,White,Male,?,<=50K,1
8474,29,White,Male,Private,<=50K,1
8475,52,White,Male,Self-emp-not-inc,<=50K,0
8476,47,White,Female,Private,<=50K,0
8477,28,White,Male,Private,>50K,1
8478,24,White,Female,Private,<=50K,1
8479,30,Asian-Pac-Islander,Male,State-gov,<=50K,0
8480,30,White,Male,Private,>50K,0
8481,40,White,Male,Private,>50K,1
8482,27,White,Female,Private,<=50K,1
8483,26,White,Male,Private,<=50K,0
8484,32,White,Male,Private,<=50K,1
8485,36,White,Female,State-gov,<=50K,1
8486,26,Black,Male,Private,<=50K,0
8487,25,Black,Male,Private,<=50K,0
8488,39,White,Female,Private,<=50K,1
8489,27,White,Male,Private,<=50K,1
8490,24,White,Male,Private,<=50K,0
8491,38,White,Male,Self-emp-inc,>50K,0
8492,35,White,Male,Self-emp-not-inc,<=50K,1
8493,29,White,Male,Private,<=50K,1
8494,49,Black,Female,Private,<=50K,0
8495,36,White,Male,Private,<=50K,1
8496,47,White,Male,Self-emp-not-inc,<=50K,1
8497,21,White,Male,Private,<=50K,0
8498,35,Asian-Pac-Islander,Female,Private,>50K,0
8499,38,White,Male,Private,<=50K,0
8500,66,White,Male,?,<=50K,1
8501,45,White,Male,Private,>50K,0
8502,19,White,Female,Private,<=50K,0
8503,18,White,Male,Private,<=50K,1
8504,37,White,Male,Private,<=50K,1
8505,49,White,Female,Private,<=50K,1
8506,33,White,Male,Local-gov,>50K,0
8507,27,White,Male,Private,>50K,0
8508,34,White,Female,Local-gov,<=50K,1
8509,54,Asian-Pac-Islander,Female,State-gov,<=50K,1
8510,24,White,Male,Self-emp-inc,<=50K,1
8511,44,White,Male,Self-emp-not-inc,>50K,1
8512,48,White,Male,Self-emp-not-inc,<=50K,0
8513,23,White,Female,Private,<=50K,0
8514,29,White,Male,Private,<=50K,1
8515,21,White,Female,Private,<=50K,1
8516,18,White,Female,Private,<=50K,1
8517,18,Other,Female,Private,<=50K,0
8518,29,White,Male,Private,<=50K,0
8519,29,White,Male,Private,<=50K,1
8520,41,Black,Female,Private,<=50K,1
8521,32,White,Male,Private,<=50K,1
8522,61,Black,Female,Private,<=50K,1
8523,79,White,Male,Private,<=50K,0
8524,34,White,Male,Private,<=50K,0
8525,46,White,Male,Private,>50K,1
8526,50,White,Male,Self-emp-not-inc,>50K,1
8527,29,White,Male,Private,<=50K,0
8528,23,White,Female,Private,<=50K,1
8529,64,White,Female,Private,<=50K,1
8530,70,White,Female,Local-gov,>50K,1
8531,28,White,Female,Local-gov,<=50K,1
8532,51,White,Male,Private,<=50K,0
8533,20,White,Female,?,<=50K,0
8534,34,White,Male,State-gov,<=50K,1
8535,29,White,Male,Private,<=50K,1
8536,49,Asian-Pac-Islander,Male,Private,<=50K,0
8537,77,White,Male,Self-emp-inc,<=50K,1
8538,32,White,Female,Private,<=50K,0
8539,27,White,Female,Private,>50K,1
8540,22,White,Female,Private,<=50K,0
8541,35,White,Male,Local-gov,>50K,1
8542,42,White,Male,Local-gov,>50K,1
8543,35,White,Male,State-gov,<=50K,0
8544,62,White,Male,?,<=50K,0
8545,33,White,Male,Private,<=50K,1
8546,45,White,Female,Private,<=50K,1
8547,19,White,Female,Private,<=50K,0
8548,38,White,Male,Private,<=50K,1
8549,26,Black,Male,Private,<=50K,0
8550,29,White,Female,Private,<=50K,0
8551,33,White,Male,Private,>50K,0
8552,35,White,Male,Self-emp-not-inc,<=50K,1
8553,42,White,Male,Private,<=50K,1
8554,20,White,Female,Private,<=50K,0
8555,43,White,Male,Federal-gov,>50K,0
8556,69,Black,Male,Private,<=50K,1
8557,39,White,Male,Private,<=50K,1
8558,37,White,Male,Private,<=50K,0
8559,28,White,Male,Private,<=50K,1
8560,26,White,Male,Federal-gov,<=50K,1
8561,32,White,Male,Private,<=50K,0
8562,43,White,Male,Federal-gov,>50K,0
8563,49,White,Male,Private,<=50K,1
8564,28,White,Male,Private,<=50K,1
8565,35,White,Male,Private,<=50K,0
8566,19,White,Female,?,<=50K,0
8567,35,White,Male,Local-gov,>50K,1
8568,57,White,Female,Private,<=50K,1
8569,45,White,Male,Private,<=50K,0
8570,23,White,Male,Private,<=50K,0
8571,45,White,Male,Private,<=50K,1
8572,42,White,Female,Private,<=50K,1
8573,35,Asian-Pac-Islander,Male,Private,<=50K,0
8574,45,White,Male,Private,>50K,1
8575,28,White,Male,Federal-gov,<=50K,1
8576,64,White,Male,Self-emp-inc,<=50K,0
8577,44,White,Female,Local-gov,<=50K,0
8578,59,White,Male,Self-emp-not-inc,>50K,1
8579,41,White,Male,Private,<=50K,1
8580,21,Black,Male,Private,<=50K,0
8581,29,White,Female,Self-emp-not-inc,<=50K,0
8582,51,White,Male,Self-emp-not-inc,>50K,1
8583,22,White,Male,Private,<=50K,1
8584,49,White,Female,Private,<=50K,0
8585,53,White,Male,Private,>50K,1
8586,38,White,Female,Private,<=50K,1
8587,23,White,Male,Private,<=50K,0
8588,20,White,Female,Private,<=50K,0
8589,40,White,Female,Private,<=50K,1
8590,25,White,Female,Private,<=50K,0
8591,27,White,Female,Private,<=50K,0
8592,20,White,Male,Private,<=50K,0
8593,37,White,Female,Private,<=50K,1
8594,40,White,Male,Local-gov,<=50K,1
8595,28,White,Male,Private,>50K,0
8596,38,White,Female,Self-emp-not-inc,<=50K,1
8597,42,White,Female,Private,<=50K,1
8598,32,White,Male,Federal-gov,<=50K,0
8599,20,White,Male,Private,<=50K,0
8600,62,White,Male,State-gov,<=50K,1
8601,31,White,Male,Private,<=50K,0
8602,31,White,Male,Self-emp-not-inc,<=50K,0
8603,24,White,Male,Private,<=50K,1
8604,62,Black,Female,Local-gov,<=50K,0
8605,43,White,Male,Local-gov,>50K,1
8606,21,White,Male,Private,<=50K,1
8607,30,White,Male,Self-emp-inc,<=50K,0
8608,22,Black,Female,?,<=50K,0
8609,18,White,Male,Private,<=50K,1
8610,59,White,Female,Local-gov,<=50K,1
8611,24,White,Male,Self-emp-not-inc,>50K,1
8612,49,White,Male,Private,<=50K,1
8613,19,White,Male,State-gov,<=50K,0
8614,48,White,Male,Private,>50K,1
8615,32,White,Male,Private,>50K,0
8616,33,White,Female,Private,<=50K,1
8617,23,Black,Male,Private,<=50K,1
8618,33,White,Female,Federal-gov,>50K,0
8619,50,White,Male,Federal-gov,>50K,0
8620,30,White,Male,Private,<=50K,0
8621,32,White,Male,Private,<=50K,1
8622,39,White,Male,Private,<=50K,1
8623,21,White,Female,Private,<=50K,1
8624,23,White,Female,Private,<=50K,0
8625,32,White,Female,Private,<=50K,1
8626,57,White,Male,Private,<=50K,0
8627,22,White,Male,State-gov,<=50K,1
8628,70,White,Female,Private,<=50K,1
8629,34,White,Male,Private,>50K,0
8630,53,White,Female,Private,<=50K,0
8631,21,White,Male,Private,<=50K,0
8632,37,White,Male,Private,<=50K,0
8633,60,White,Male,Self-emp-not-inc,>50K,1
8634,23,Asian-Pac-Islander,Male,Private,>50K,1
8635,32,White,Male,Private,>50K,0
8636,57,White,Male,Private,<=50K,1
8637,65,White,Male,?,<=50K,0
8638,25,White,Male,Private,<=50K,1
8639,30,White,Male,Private,<=50K,1
8640,31,White,Female,Private,<=50K,1
8641,19,White,Male,Private,<=50K,0
8642,23,White,Male,State-gov,<=50K,0
8643,44,White,Male,Private,<=50K,0
8644,43,White,Male,?,>50K,1
8645,42,Black,Female,Private,<=50K,1
8646,34,White,Male,Self-emp-not-inc,<=50K,0
8647,32,White,Male,Private,>50K,0
8648,25,Black,Female,Private,<=50K,1
8649,21,White,Female,Private,<=50K,1
8650,31,Black,Female,Private,<=50K,1
8651,36,White,Female,Local-gov,<=50K,0
8652,49,White,Male,Self-emp-not-inc,<=50K,0
8653,44,White,Female,Private,<=50K,1
8654,42,White,Male,Private,>50K,1
8655,30,White,Male,Private,<=50K,0
8656,33,White,Male,Private,<=50K,0
8657,36,Black,Male,Self-emp-not-inc,>50K,1
8658,17,White,Male,Private,<=50K,0
8659,20,White,Male,Private,<=50K,1
8660,32,White,Male,Private,<=50K,1
8661,33,White,Male,Self-emp-not-inc,<=50K,1
8662,37,White,Female,Private,<=50K,0
8663,60,White,Male,Private,<=50K,0
8664,35,White,Female,State-gov,<=50K,1
8665,43,White,Female,Federal-gov,<=50K,1
8666,46,White,Male,Private,>50K,0
8667,29,White,Male,Self-emp-not-inc,>50K,0
8668,36,White,Male,Private,>50K,1
8669,27,White,Male,Private,>50K,0
8670,50,White,Male,Private,>50K,0
8671,22,Amer-Indian-Eskimo,Female,Private,<=50K,1
8672,33,White,Male,State-gov,<=50K,1
8673,61,White,Female,Private,<=50K,1
8674,28,White,Female,?,<=50K,0
8675,41,White,Male,Self-emp-not-inc,>50K,1
8676,22,White,Male,Private,<=50K,1
8677,27,White,Female,Private,<=50K,0
8678,25,White,Male,Private,<=50K,0
8679,32,Black,Female,Private,<=50K,1
8680,28,White,Male,Private,<=50K,0
8681,25,White,Male,Private,<=50K,0
8682,28,White,Male,Private,<=50K,1
8683,37,White,Female,Local-gov,>50K,1
8684,58,White,Female,Private,<=50K,1
8685,39,White,Male,Private,<=50K,0
8686,33,White,Female,Private,<=50K,1
8687,59,White,Male,Private,>50K,1
8688,58,White,Female,Private,<=50K,0
8689,38,Asian-Pac-Islander,Male,Private,>50K,0
8690,34,White,Male,Private,<=50K,1
8691,31,Black,Male,Private,<=50K,0
8692,48,White,Male,Local-gov,>50K,0
8693,65,White,Male,?,<=50K,0
8694,45,White,Male,Private,<=50K,1
8695,80,White,Male,?,>50K,1
8696,23,White,Female,Private,<=50K,0
8697,33,White,Male,Private,>50K,1
8698,38,White,Male,Self-emp-not-inc,<=50K,1
8699,44,White,Male,Self-emp-not-inc,>50K,0
8700,48,Black,Female,Local-gov,>50K,1
8701,40,White,Male,State-gov,<=50K,1
8702,19,Black,Female,Local-gov,<=50K,1
8703,45,White,Female,Private,<=50K,1
8704,34,White,Female,Private,<=50K,1
8705,70,White,Male,Private,<=50K,0
8706,32,White,Male,Local-gov,<=50K,1
8707,33,White,Female,Private,<=50K,1
8708,24,White,Female,Private,<=50K,0
8709,30,White,Female,Local-gov,<=50K,0
8710,22,Black,Male,Private,<=50K,0
8711,52,Other,Male,Self-emp-inc,>50K,1
8712,67,White,Male,Self-emp-not-inc,<=50K,1
8713,40,White,Male,Private,<=50K,0
8714,55,White,Female,Private,<=50K,1
8715,29,White,Female,Private,<=50K,1
8716,62,White,Male,Private,<=50K,0
8717,22,White,Female,Private,<=50K,1
8718,64,White,Male,State-gov,<=50K,1
8719,29,White,Male,Self-emp-not-inc,<=50K,0
8720,28,White,Male,Private,<=50K,0
8721,25,White,Male,Private,<=50K,0
8722,47,White,Male,State-gov,>50K,1
8723,26,White,Male,Private,>50K,1
8724,18,White,Male,Private,<=50K,0
8725,52,White,Male,Self-emp-inc,<=50K,1
8726,48,White,Female,Local-gov,>50K,1
8727,36,Black,Male,Private,<=50K,0
8728,23,White,Female,Private,<=50K,1
8729,41,White,Male,Private,<=50K,1
8730,56,White,Male,State-gov,>50K,1
8731,53,White,Male,Private,<=50K,0
8732,26,White,Female,Private,<=50K,0
8733,22,White,Male,Private,<=50K,1
8734,25,White,Female,Private,<=50K,1
8735,31,Other,Male,Private,<=50K,0
8736,36,White,Male,Private,<=50K,1
8737,46,White,Male,Private,<=50K,1
8738,46,White,Male,State-gov,>50K,0
8739,32,White,Female,Private,<=50K,1
8740,43,White,Male,Self-emp-not-inc,<=50K,0
8741,30,White,Male,Private,>50K,1
8742,41,White,Male,Self-emp-inc,>50K,0
8743,50,White,Male,Private,>50K,0
8744,37,White,Male,State-gov,<=50K,1
8745,22,White,Male,Local-gov,<=50K,1
8746,51,White,Male,Federal-gov,<=50K,0
8747,47,Black,Female,Private,>50K,1
8748,40,White,Male,Private,<=50K,1
8749,46,White,Male,Private,<=50K,0
8750,23,White,Female,?,<=50K,0
8751,30,White,Female,Private,<=50K,0
8752,27,White,Male,Self-emp-not-inc,>50K,1
8753,31,White,Female,Local-gov,<=50K,0
8754,31,White,Male,Private,<=50K,0
8755,30,White,Male,Private,<=50K,0
