id,age,race,sex,workclass,income,max_age,min_age,Cluster
985,45,White,Male,Local-gov,>50K,45,45,Cluster 1478
4031,29,White,Male,Local-gov,<=50K,29,29,Cluster 273
347,67,White,Male,?,<=50K,67,67,Cluster 311
305,24,Asian-Pac-Islander,Female,Private,<=50K,24,24,Cluster 440
1696,51,Black,Male,Private,>50K,51,51,Cluster 490
4122,49,White,Male,Private,>50K,49,49,Cluster 500
281,22,White,Female,Private,<=50K,22,22,Cluster 515
200,24,White,Male,Self-emp-not-inc,<=50K,24,24,Cluster 556
937,47,White,Female,Private,<=50K,47,47,Cluster 580
1430,57,White,Male,Private,>50K,57,57,Cluster 588
2537,24,White,Male,Private,<=50K,24,24,Cluster 667
81,18,White,Male,Private,<=50K,18,18,Cluster 701
2811,53,White,Male,Self-emp-not-inc,<=50K,53,53,Cluster 823
2148,58,White,Male,Private,<=50K,58,58,Cluster 826
2586,51,White,Female,Private,<=50K,51,51,Cluster 889
1743,50,White,Female,Private,<=50K,50,50,Cluster 938
2696,47,White,Male,Private,>50K,47,47,Cluster 1077
976,25,White,Female,Private,<=50K,25,25,Cluster 1101
1821,25,White,Male,Private,<=50K,25,25,Cluster 1114
3381,28,Other,Male,Private,<=50K,28,28,Cluster 1224
4950,44,White,Male,Private,>50K,44,44,Cluster 1226
373,40,White,Male,State-gov,>50K,40,40,Cluster 1350
2879,31,White,Male,Private,<=50K,31,31,Cluster 1352
4292,32,White,Male,Private,<=50K,32,32,Cluster 1381
3016,35,White,Male,Self-emp-not-inc,<=50K,35,35,Cluster 1481
3047,54,White,Male,Private,<=50K,56,54,Cluster 1523
629,33,White,Male,Private,>50K,33,33,Cluster 1545
3263,38,White,Male,Self-emp-not-inc,>50K,38,38,Cluster 1594
213,35,Amer-Indian-Eskimo,Female,Private,<=50K,35,35,Cluster 8
1650,59,Black,Female,Private,<=50K,59,59,Cluster 72
1551,23,White,Female,Private,<=50K,23,23,Cluster 180
4192,26,Black,Female,Private,<=50K,26,26,Cluster 223
4785,30,White,Male,Private,>50K,30,30,Cluster 280
672,17,White,Female,?,<=50K,17,17,Cluster 364
3300,19,White,Female,Private,<=50K,19,19,Cluster 414
2223,20,White,Female,?,<=50K,20,20,Cluster 467
539,31,White,Female,Self-emp-inc,<=50K,31,31,Cluster 499
1889,22,White,Male,Self-emp-not-inc,<=50K,22,22,Cluster 520
4994,23,White,Male,Private,<=50K,23,23,Cluster 544
2807,47,White,Male,State-gov,<=50K,47,47,Cluster 598
4771,18,White,Female,Private,<=50K,18,18,Cluster 700
4659,18,White,Female,Private,<=50K,18,18,Cluster 707
1342,57,White,Female,Private,<=50K,57,57,Cluster 710
38,19,White,Female,Private,<=50K,19,18,Cluster 718
2903,43,White,Male,Private,<=50K,43,43,Cluster 778
4742,31,White,Female,Private,<=50K,31,31,Cluster 894
2912,24,White,Female,Private,<=50K,24,24,Cluster 1061
2261,25,White,Male,Private,<=50K,25,25,Cluster 1116
2707,27,White,Male,Local-gov,<=50K,27,26,Cluster 1280
4235,31,White,Female,Private,<=50K,31,31,Cluster 1352
1960,32,White,Male,Private,>50K,32,32,Cluster 1379
2024,35,White,Female,Private,<=50K,35,35,Cluster 1481
1799,50,White,Male,Federal-gov,>50K,50,50,Cluster 1486
792,41,White,Male,Self-emp-inc,<=50K,41,41,Cluster 1513
62,32,White,Male,?,<=50K,32,32,Cluster 1590
4064,51,White,Female,Private,<=50K,51,51,Cluster 168
2210,49,Black,Male,Local-gov,<=50K,49,49,Cluster 229
3638,32,White,Female,Private,<=50K,32,32,Cluster 312
191,38,Black,Female,Private,<=50K,38,38,Cluster 401
3466,25,White,Male,Local-gov,<=50K,25,25,Cluster 454
448,51,Amer-Indian-Eskimo,Male,Private,<=50K,51,51,Cluster 481
1856,25,White,Female,Local-gov,<=50K,25,25,Cluster 576
3643,61,White,Male,Private,<=50K,61,61,Cluster 643
2688,55,White,Male,State-gov,>50K,55,55,Cluster 765
1507,58,White,Male,State-gov,<=50K,58,58,Cluster 826
491,40,White,Female,Private,<=50K,40,40,Cluster 872
4971,51,White,Male,?,>50K,51,51,Cluster 889
3111,24,Asian-Pac-Islander,Male,Federal-gov,<=50K,24,24,Cluster 923
821,48,White,Male,Private,<=50K,48,48,Cluster 1050
1712,47,White,Male,Federal-gov,<=50K,47,47,Cluster 1090
1865,38,Asian-Pac-Islander,Male,Local-gov,>50K,38,38,Cluster 1118
4220,26,White,Female,Private,<=50K,26,26,Cluster 1134
4258,46,White,Male,Private,>50K,46,46,Cluster 1164
3760,68,White,Male,?,<=50K,68,66,Cluster 1223
1320,48,White,Male,Private,>50K,48,48,Cluster 1229
3611,65,White,Male,Private,<=50K,66,65,Cluster 1279
4817,30,White,Male,Private,>50K,30,30,Cluster 1310
4541,41,White,Female,Private,>50K,41,41,Cluster 1325
3048,31,White,Male,Private,<=50K,31,31,Cluster 1341
1136,31,White,Male,Private,>50K,31,31,Cluster 1347
3017,40,White,Male,State-gov,<=50K,40,40,Cluster 1361
4484,43,White,Male,Private,<=50K,43,41,Cluster 1612
274,27,White,Male,Local-gov,<=50K,27,27,Cluster 241
3406,47,White,Male,Local-gov,<=50K,47,47,Cluster 257
2168,45,White,Male,Private,>50K,45,45,Cluster 288
1397,54,Black,Male,Private,<=50K,54,54,Cluster 347
2647,55,White,Female,Self-emp-not-inc,<=50K,55,55,Cluster 404
3371,38,White,Male,Private,<=50K,38,38,Cluster 537
4998,47,White,Male,Self-emp-inc,>50K,47,47,Cluster 574
1561,18,White,Male,Private,<=50K,18,18,Cluster 682
3454,18,Other,Female,?,<=50K,18,18,Cluster 709
2507,19,White,Male,?,<=50K,19,19,Cluster 755
3949,40,White,Male,Private,<=50K,40,40,Cluster 884
4532,22,White,Male,?,<=50K,22,22,Cluster 922
4009,40,White,Male,Private,>50K,40,40,Cluster 936
4658,53,White,Male,Private,>50K,53,53,Cluster 1074
4711,26,White,Male,Private,<=50K,26,26,Cluster 1146
2660,26,White,Male,Federal-gov,<=50K,26,26,Cluster 1160
3273,30,White,Male,Private,<=50K,30,30,Cluster 1329
4202,34,White,Male,Private,<=50K,34,34,Cluster 1457
2495,38,White,Male,Private,<=50K,38,38,Cluster 1462
2390,36,White,Male,Local-gov,<=50K,36,36,Cluster 1599
4250,68,White,Male,Private,<=50K,68,68,Cluster 1
302,21,Asian-Pac-Islander,Female,Private,<=50K,21,21,Cluster 105
3719,19,White,Female,Self-emp-not-inc,<=50K,19,19,Cluster 113
22,54,Black,Female,Private,<=50K,54,54,Cluster 117
3336,53,White,Female,Private,<=50K,53,53,Cluster 135
1681,37,White,Female,Private,<=50K,37,37,Cluster 186
2488,55,White,Female,Private,<=50K,55,55,Cluster 341
2991,20,White,Male,Private,<=50K,20,20,Cluster 387
3648,53,Asian-Pac-Islander,Female,Private,<=50K,53,53,Cluster 441
4958,25,White,Female,Private,<=50K,25,25,Cluster 453
4322,32,White,Male,Private,<=50K,32,32,Cluster 518
3726,18,White,Male,?,<=50K,18,18,Cluster 672
169,18,White,Male,Private,<=50K,18,18,Cluster 701
4569,18,White,Male,Private,<=50K,18,18,Cluster 703
664,43,White,Male,Local-gov,<=50K,43,43,Cluster 770
4514,21,White,Male,Private,<=50K,21,21,Cluster 900
4914,23,White,Female,Private,<=50K,23,22,Cluster 965
338,49,White,Male,Private,<=50K,49,49,Cluster 971
696,25,White,Male,?,<=50K,25,25,Cluster 1122
1592,26,White,Male,Local-gov,<=50K,26,26,Cluster 1144
4779,28,White,Male,?,<=50K,28,28,Cluster 1207
2862,44,White,Female,Private,<=50K,44,44,Cluster 1219
3238,30,White,Male,Private,<=50K,30,30,Cluster 1284
766,32,White,Female,Private,<=50K,32,32,Cluster 1378
2841,44,White,Male,Private,>50K,44,44,Cluster 1467
1090,38,White,Male,Private,<=50K,38,38,Cluster 1583
2842,45,Black,Female,Local-gov,<=50K,45,45,Cluster 88
764,53,White,Male,Self-emp-inc,>50K,53,53,Cluster 138
932,19,White,Female,?,<=50K,19,19,Cluster 211
2717,42,White,Female,State-gov,>50K,42,42,Cluster 344
2629,32,White,Male,Private,<=50K,32,32,Cluster 436
4813,69,White,Female,?,>50K,69,69,Cluster 494
2767,24,White,Male,Private,<=50K,24,24,Cluster 543
1393,59,White,Female,Private,<=50K,59,59,Cluster 644
1001,20,White,Male,Private,<=50K,20,20,Cluster 822
3320,20,White,Male,Private,<=50K,20,20,Cluster 822
237,40,White,Female,State-gov,<=50K,40,40,Cluster 884
982,22,White,Female,Private,<=50K,23,22,Cluster 965
1727,55,White,Male,Private,>50K,55,55,Cluster 969
2634,55,White,Male,Self-emp-inc,>50K,55,55,Cluster 987
4475,50,White,Male,Self-emp-not-inc,>50K,50,50,Cluster 1026
2604,24,White,Female,Private,>50K,24,24,Cluster 1054
4355,53,White,Male,Federal-gov,>50K,53,53,Cluster 1062
897,47,White,Male,Private,<=50K,47,47,Cluster 1104
2146,25,White,Male,Self-emp-not-inc,<=50K,25,25,Cluster 1114
3356,25,White,Male,Private,<=50K,25,25,Cluster 1124
614,26,White,Male,Local-gov,<=50K,26,26,Cluster 1133
4902,45,White,Male,Local-gov,<=50K,45,45,Cluster 1188
1965,28,White,Male,Private,<=50K,28,28,Cluster 1211
235,28,White,Male,Private,>50K,28,28,Cluster 1227
853,46,White,Male,Self-emp-not-inc,<=50K,46,46,Cluster 1296
3947,39,White,Male,Private,<=50K,39,39,Cluster 1434
1753,37,White,Female,Private,<=50K,37,37,Cluster 1515
815,17,White,Male,Private,<=50K,17,17,Cluster 1524
4040,35,White,Male,Private,<=50K,35,35,Cluster 1658
2580,47,White,Male,Private,<=50K,47,47,Cluster 76
945,20,White,Male,Private,<=50K,20,20,Cluster 146
2131,28,Asian-Pac-Islander,Female,State-gov,<=50K,28,28,Cluster 175
3121,54,White,Female,Private,<=50K,54,54,Cluster 354
1908,26,White,Female,Self-emp-not-inc,<=50K,26,26,Cluster 427
376,20,White,Female,Local-gov,<=50K,20,20,Cluster 467
1586,40,White,Male,Private,>50K,40,40,Cluster 470
986,63,White,Female,Private,<=50K,63,63,Cluster 581
1859,26,White,Male,Private,<=50K,26,26,Cluster 612
1716,39,Amer-Indian-Eskimo,Female,Private,<=50K,39,39,Cluster 686
1862,46,White,Male,Private,<=50K,46,46,Cluster 706
4632,19,White,Male,Private,<=50K,19,19,Cluster 730
1445,56,White,Male,Self-emp-not-inc,>50K,56,56,Cluster 735
2218,45,White,Male,Private,>50K,45,45,Cluster 745
1395,43,Black,Male,Private,<=50K,43,43,Cluster 811
566,20,Amer-Indian-Eskimo,Male,Private,<=50K,20,20,Cluster 836
611,52,White,Female,Private,<=50K,52,52,Cluster 847
3373,21,White,Female,Private,<=50K,21,21,Cluster 883
3545,39,White,Female,Local-gov,<=50K,39,39,Cluster 916
2816,50,White,Male,Private,<=50K,50,50,Cluster 917
4070,25,White,Female,Private,<=50K,25,25,Cluster 1102
1919,25,White,Male,Local-gov,<=50K,25,25,Cluster 1105
2854,28,White,Female,Private,<=50K,28,28,Cluster 1241
899,30,White,Male,Private,>50K,30,30,Cluster 1292
3626,35,White,Male,Private,<=50K,35,35,Cluster 1490
3219,36,White,Male,Private,>50K,36,36,Cluster 1509
466,37,White,Female,Private,<=50K,37,37,Cluster 1514
1499,36,White,Male,Self-emp-not-inc,>50K,36,36,Cluster 1537
1267,38,White,Male,Private,>50K,38,38,Cluster 1591
245,38,White,Male,Private,<=50K,38,38,Cluster 1650
35,22,Black,Male,State-gov,<=50K,22,22,Cluster 69
3603,72,White,Male,Self-emp-not-inc,>50K,72,72,Cluster 131
3496,21,Black,Male,Private,<=50K,21,21,Cluster 471
1154,51,White,Male,Private,<=50K,51,51,Cluster 481
1978,35,White,Female,Private,<=50K,35,35,Cluster 541
1333,23,Black,Male,Private,<=50K,23,23,Cluster 547
236,59,White,Male,State-gov,<=50K,59,59,Cluster 647
309,35,White,Male,Private,>50K,35,35,Cluster 999
1590,23,White,Female,Private,<=50K,23,23,Cluster 1006
1782,37,White,Male,Private,<=50K,37,37,Cluster 1020
2134,27,White,Female,Private,<=50K,27,27,Cluster 1199
461,44,White,Male,Private,<=50K,44,44,Cluster 1220
2881,31,White,Male,Private,<=50K,31,31,Cluster 1298
2940,37,White,Male,Self-emp-not-inc,<=50K,37,37,Cluster 1506
1117,36,White,Male,Private,<=50K,36,36,Cluster 1642
3557,67,White,Female,Self-emp-not-inc,<=50K,67,67,Cluster 107
3446,41,White,Male,Private,>50K,41,41,Cluster 145
1265,22,White,Male,Self-emp-inc,<=50K,22,22,Cluster 203
4262,26,White,Male,Private,<=50K,26,26,Cluster 240
180,33,White,Male,Private,<=50K,33,33,Cluster 324
3652,34,White,Male,Private,>50K,34,34,Cluster 349
2208,35,Black,Female,Private,<=50K,35,35,Cluster 359
2983,43,White,Male,Self-emp-inc,<=50K,43,43,Cluster 535
4799,36,Asian-Pac-Islander,Male,Local-gov,<=50K,36,36,Cluster 567
650,30,White,Male,State-gov,>50K,30,30,Cluster 650
2997,39,White,Male,Private,<=50K,39,39,Cluster 686
1434,18,White,Female,?,<=50K,18,18,Cluster 692
3805,19,White,Male,Private,<=50K,19,19,Cluster 734
3916,51,White,Male,Private,>50K,51,51,Cluster 784
4061,40,White,Male,Private,>50K,40,40,Cluster 957
465,24,White,Female,Private,<=50K,24,24,Cluster 1041
4124,24,White,Female,Private,<=50K,24,24,Cluster 1066
2666,70,White,Male,Private,>50K,74,70,Cluster 1098
1345,26,Other,Male,Private,<=50K,26,26,Cluster 1157
337,30,White,Male,Private,<=50K,30,30,Cluster 1291
1086,30,White,Male,Private,<=50K,30,30,Cluster 1306
122,40,White,Male,Private,<=50K,40,40,Cluster 1327
2932,43,White,Male,Self-emp-not-inc,<=50K,43,43,Cluster 1408
2240,36,White,Male,Private,<=50K,36,36,Cluster 1532
1123,34,White,Male,State-gov,<=50K,34,34,Cluster 1539
2675,23,White,Male,Private,<=50K,23,21,Cluster 1547
958,33,White,Male,Local-gov,<=50K,33,33,Cluster 1606
2370,37,White,Male,Private,<=50K,37,37,Cluster 1657
2685,78,White,Male,Local-gov,<=50K,78,77,Cluster 20
1493,45,White,Male,Private,>50K,45,45,Cluster 88
4568,32,White,Male,Local-gov,<=50K,32,32,Cluster 97
1948,43,Black,Female,State-gov,<=50K,43,43,Cluster 110
4684,27,Black,Male,Federal-gov,<=50K,27,27,Cluster 198
3992,19,White,Male,State-gov,<=50K,19,19,Cluster 308
3561,30,White,Female,Self-emp-inc,<=50K,30,30,Cluster 475
3210,59,White,Female,Private,<=50K,59,59,Cluster 478
1622,44,White,Male,Self-emp-not-inc,>50K,44,44,Cluster 525
1534,49,Black,Male,Private,>50K,49,49,Cluster 561
1254,52,White,Female,Federal-gov,<=50K,52,52,Cluster 571
2516,27,Black,Male,Private,<=50K,27,27,Cluster 655
3814,46,White,Female,Private,<=50K,46,46,Cluster 661
2203,55,White,Female,Private,<=50K,55,55,Cluster 765
3601,53,White,Female,Private,<=50K,53,53,Cluster 819
2005,39,White,Male,Private,<=50K,39,39,Cluster 920
3229,32,Black,Male,?,<=50K,32,32,Cluster 932
4502,40,Black,Male,Private,<=50K,40,40,Cluster 959
4174,24,White,Female,Private,<=50K,24,24,Cluster 1048
4769,40,Asian-Pac-Islander,Male,Federal-gov,>50K,40,40,Cluster 1286
1005,31,White,Male,Private,<=50K,31,31,Cluster 1348
2271,38,White,Male,Private,<=50K,38,38,Cluster 1464
1842,34,White,Male,Local-gov,<=50K,34,34,Cluster 1623
1778,59,White,Male,Local-gov,<=50K,59,59,Cluster 31
1973,26,White,Male,Private,>50K,26,26,Cluster 237
3738,18,Black,Male,Private,<=50K,18,18,Cluster 248
4913,38,Black,Female,Private,<=50K,38,38,Cluster 406
1749,27,White,Female,Private,<=50K,27,27,Cluster 447
3715,32,Asian-Pac-Islander,Female,Private,>50K,32,32,Cluster 518
1054,52,White,Male,Self-emp-not-inc,>50K,52,52,Cluster 568
3581,63,White,Male,Private,>50K,63,63,Cluster 581
3396,61,White,Male,Self-emp-inc,>50K,61,61,Cluster 610
2177,60,White,Male,Private,<=50K,60,60,Cluster 637
492,46,White,Male,Federal-gov,<=50K,46,46,Cluster 691
2398,21,White,Female,?,<=50K,21,21,Cluster 902
1697,49,White,Female,Private,<=50K,49,49,Cluster 993
92,37,White,Female,Private,<=50K,37,37,Cluster 1021
3796,53,White,Male,Private,>50K,53,53,Cluster 1073
4977,46,White,Male,Self-emp-not-inc,>50K,46,46,Cluster 1121
1615,26,White,Male,Private,<=50K,26,26,Cluster 1144
2391,30,White,Male,Self-emp-inc,>50K,30,30,Cluster 1302
2739,37,White,Female,Private,>50K,37,37,Cluster 1502
2799,35,Amer-Indian-Eskimo,Male,Private,<=50K,35,35,Cluster 1507
4211,36,White,Male,Private,>50K,36,36,Cluster 1516
1910,36,White,Male,Private,<=50K,36,36,Cluster 1533
260,50,White,Male,Private,<=50K,50,50,Cluster 1552
2419,35,White,Male,Private,<=50K,35,35,Cluster 1613
1609,39,White,Male,Private,<=50K,39,39,Cluster 1639
3054,35,White,Male,Private,<=50K,35,35,Cluster 1665
4186,66,White,Male,Private,<=50K,66,66,Cluster 123
430,47,White,Male,Local-gov,<=50K,47,47,Cluster 258
1249,34,White,Female,Private,<=50K,34,34,Cluster 335
3487,34,Black,Female,?,<=50K,34,34,Cluster 349
3277,34,White,Female,Local-gov,<=50K,34,34,Cluster 352
2245,63,White,Female,Federal-gov,<=50K,63,63,Cluster 438
2921,63,White,Male,Self-emp-not-inc,<=50K,63,63,Cluster 633
52,18,White,Female,Private,<=50K,18,18,Cluster 673
644,36,White,Male,Private,>50K,36,36,Cluster 877
3564,51,White,Male,Private,<=50K,51,51,Cluster 891
2335,51,White,Male,Private,>50K,51,51,Cluster 891
4606,22,White,Female,Private,<=50K,22,22,Cluster 939
2036,23,White,Female,Private,<=50K,23,23,Cluster 977
4798,46,White,Male,Self-emp-inc,>50K,46,46,Cluster 1150
3770,27,White,Female,Private,<=50K,27,27,Cluster 1185
4057,27,White,Male,Private,>50K,27,27,Cluster 1191
698,31,White,Male,Private,>50K,31,31,Cluster 1354
2327,37,White,Male,Private,<=50K,37,37,Cluster 1503
2598,37,White,Female,Private,>50K,37,37,Cluster 1510
1012,34,White,Male,Private,<=50K,34,34,Cluster 1560
282,42,White,Male,Local-gov,>50K,42,42,Cluster 1579
110,42,White,Male,Private,<=50K,42,42,Cluster 1579
1591,65,White,Male,Private,<=50K,65,65,Cluster 136
4453,25,Asian-Pac-Islander,Female,Self-emp-inc,<=50K,25,25,Cluster 137
2518,51,White,Male,Private,>50K,51,51,Cluster 190
1918,28,Black,Male,Local-gov,<=50K,28,28,Cluster 217
93,28,Black,Female,Private,<=50K,28,28,Cluster 250
3616,30,White,Female,Private,<=50K,30,30,Cluster 278
1701,37,Black,Female,Private,<=50K,37,37,Cluster 386
4533,25,Asian-Pac-Islander,Female,Private,<=50K,25,25,Cluster 453
3153,64,White,Male,Self-emp-not-inc,>50K,64,64,Cluster 551
479,27,White,Male,Private,<=50K,27,27,Cluster 611
1273,28,White,Female,Private,<=50K,28,28,Cluster 613
1737,26,White,Male,Private,<=50K,26,26,Cluster 614
2006,27,Black,Male,Private,<=50K,27,27,Cluster 629
3076,18,White,Female,Private,<=50K,18,18,Cluster 695
2866,30,White,Male,Private,<=50K,30,30,Cluster 720
3565,57,White,Male,Self-emp-not-inc,<=50K,57,57,Cluster 721
3099,45,White,Female,State-gov,<=50K,45,45,Cluster 757
503,52,White,Male,Private,<=50K,52,52,Cluster 841
1529,52,White,Male,Private,>50K,52,52,Cluster 842
4311,21,White,Female,Private,<=50K,21,21,Cluster 885
3683,38,Black,Male,Private,<=50K,38,38,Cluster 1045
3244,25,White,Male,Private,<=50K,25,25,Cluster 1110
1653,26,White,Male,Self-emp-not-inc,<=50K,26,26,Cluster 1130
2985,28,White,Female,Private,<=50K,28,28,Cluster 1224
4166,29,White,Female,Private,<=50K,29,29,Cluster 1275
2029,44,White,Male,Federal-gov,<=50K,44,44,Cluster 1351
882,32,White,Male,Private,>50K,32,32,Cluster 1487
524,37,White,Male,Local-gov,>50K,37,37,Cluster 1502
3344,41,Other,Male,Self-emp-inc,<=50K,41,41,Cluster 1511
4782,39,White,Male,Self-emp-not-inc,<=50K,39,39,Cluster 1565
3923,22,White,Female,Private,<=50K,22,22,Cluster 151
2399,19,White,Female,Private,<=50K,19,19,Cluster 305
2642,42,White,Female,Local-gov,<=50K,42,42,Cluster 330
2117,37,White,Male,Private,<=50K,37,37,Cluster 385
1105,34,White,Female,Self-emp-not-inc,>50K,34,34,Cluster 531
2232,36,White,Female,Private,<=50K,36,36,Cluster 569
2493,26,White,Female,Private,<=50K,26,26,Cluster 584
4314,19,White,Male,Private,<=50K,19,19,Cluster 742
3801,54,White,Male,Local-gov,<=50K,54,54,Cluster 786
2570,56,White,Male,Self-emp-inc,>50K,56,56,Cluster 927
1019,22,White,Male,Private,<=50K,22,22,Cluster 931
3782,23,White,Female,Private,<=50K,23,23,Cluster 986
2829,54,White,Male,Self-emp-not-inc,>50K,54,54,Cluster 1028
26,56,White,Male,Local-gov,>50K,56,56,Cluster 1193
2646,46,White,Male,Private,<=50K,46,46,Cluster 1289
250,45,White,Male,Private,<=50K,45,45,Cluster 1312
1926,30,White,Male,Private,>50K,30,30,Cluster 1316
4911,41,White,Male,Private,<=50K,41,41,Cluster 1318
2287,41,Asian-Pac-Islander,Male,Private,>50K,41,41,Cluster 1326
2133,31,White,Female,Private,<=50K,31,31,Cluster 1354
351,33,White,Male,Private,>50K,33,33,Cluster 1430
3692,34,White,Male,Private,<=50K,34,34,Cluster 1451
1971,35,White,Male,Private,<=50K,35,35,Cluster 1658
2883,53,Black,Male,Private,<=50K,53,53,Cluster 142
2976,27,Black,Female,Private,<=50K,27,27,Cluster 243
2366,47,Black,Female,Private,<=50K,47,47,Cluster 253
1479,17,Asian-Pac-Islander,Female,Private,<=50K,17,17,Cluster 379
4204,55,White,Male,Private,>50K,55,55,Cluster 402
1282,42,Asian-Pac-Islander,Female,Federal-gov,>50K,42,42,Cluster 457
1979,48,White,Male,Self-emp-not-inc,>50K,48,48,Cluster 459
2581,52,White,Male,Private,>50K,52,52,Cluster 474
1455,46,Black,Male,Private,>50K,46,46,Cluster 666
1426,46,Amer-Indian-Eskimo,Male,Private,<=50K,46,46,Cluster 680
3478,46,Black,Male,Private,>50K,46,46,Cluster 684
1829,19,White,Female,Private,<=50K,19,19,Cluster 774
3463,31,White,Male,Private,<=50K,31,31,Cluster 792
3086,20,White,Male,Self-emp-not-inc,<=50K,20,20,Cluster 860
4212,21,White,Male,Private,<=50K,21,21,Cluster 878
2585,57,White,Male,Private,<=50K,57,57,Cluster 887
903,22,White,Female,Private,<=50K,22,22,Cluster 928
4869,22,White,Male,Private,<=50K,22,22,Cluster 934
4506,39,Black,Male,Private,<=50K,39,39,Cluster 1000
1540,35,Black,Male,Private,<=50K,35,35,Cluster 1007
4948,49,White,Male,Private,>50K,49,49,Cluster 1009
2455,48,White,Female,Private,<=50K,48,48,Cluster 1056
4803,25,White,Male,Private,<=50K,25,25,Cluster 1116
442,45,White,Female,Private,<=50K,45,45,Cluster 1178
545,27,White,Male,Private,<=50K,27,27,Cluster 1183
1731,24,White,Male,Private,<=50K,24,24,Cluster 1221
150,43,White,Female,?,<=50K,43,43,Cluster 1261
3001,31,White,Male,Private,<=50K,31,31,Cluster 1370
4714,32,White,Male,Federal-gov,<=50K,32,32,Cluster 1387
546,32,White,Female,Private,<=50K,32,32,Cluster 1403
755,39,White,Male,Private,<=50K,39,39,Cluster 1414
1309,43,White,Male,Private,<=50K,43,43,Cluster 1417
1219,31,White,Male,Private,<=50K,31,31,Cluster 1420
1361,33,White,Male,Private,<=50K,33,33,Cluster 1438
4925,35,White,Female,Private,<=50K,35,35,Cluster 1489
1640,54,White,Male,Private,>50K,54,54,Cluster 1527
3785,49,White,Male,Private,<=50K,49,49,Cluster 1556
3084,28,White,Male,Private,<=50K,28,28,Cluster 1581
3506,32,White,Male,Self-emp-not-inc,<=50K,32,32,Cluster 95
727,44,White,Female,Private,<=50K,44,44,Cluster 108
3653,44,Black,Male,State-gov,>50K,44,44,Cluster 156
1377,44,White,Male,Self-emp-not-inc,<=50K,44,44,Cluster 156
4345,51,White,Male,Private,>50K,51,51,Cluster 208
295,27,Black,Female,Private,<=50K,27,27,Cluster 249
3933,32,White,Male,Local-gov,>50K,32,32,Cluster 312
437,34,Black,Male,Local-gov,<=50K,34,34,Cluster 348
166,36,White,Female,Private,<=50K,36,36,Cluster 374
4539,20,Asian-Pac-Islander,Female,Private,<=50K,20,20,Cluster 417
4635,41,Black,Male,Private,<=50K,41,41,Cluster 428
3897,57,White,Female,State-gov,<=50K,57,57,Cluster 430
3204,39,White,Female,Private,<=50K,39,39,Cluster 678
2600,60,White,Male,Private,>50K,60,60,Cluster 764
3844,20,Amer-Indian-Eskimo,Male,?,<=50K,20,20,Cluster 818
3306,50,White,Male,Self-emp-not-inc,<=50K,50,50,Cluster 940
839,24,White,Male,Private,<=50K,24,24,Cluster 1052
2523,46,White,Male,Private,<=50K,46,46,Cluster 1113
4385,27,White,Male,Private,<=50K,27,27,Cluster 1172
660,43,White,Male,Private,>50K,43,43,Cluster 1249
3834,43,White,Male,Private,<=50K,43,43,Cluster 1261
725,42,White,Male,Private,>50K,42,42,Cluster 1273
4260,32,White,Male,Private,<=50K,32,32,Cluster 1382
2033,34,White,Male,Private,<=50K,34,34,Cluster 1454
3873,38,White,Male,Private,<=50K,38,38,Cluster 1465
582,57,White,Male,Private,>50K,57,56,Cluster 1517
3845,37,White,Male,Self-emp-inc,<=50K,37,37,Cluster 1636
2648,50,Other,Male,Private,<=50K,50,50,Cluster 83
2808,44,Black,Female,Private,<=50K,44,44,Cluster 109
716,31,Black,Female,Private,<=50K,31,31,Cluster 281
1189,24,White,Female,State-gov,<=50K,24,24,Cluster 543
3341,24,White,Male,Private,<=50K,24,24,Cluster 549
1287,47,White,Male,Self-emp-not-inc,>50K,47,47,Cluster 598
1593,20,White,Male,?,<=50K,20,20,Cluster 805
1502,49,White,Male,Private,<=50K,49,49,Cluster 1015
2090,37,White,Male,Private,>50K,37,37,Cluster 1020
3304,47,White,Male,Private,<=50K,47,47,Cluster 1103
1744,38,White,Female,Private,<=50K,38,38,Cluster 1118
702,31,White,Female,Private,<=50K,31,31,Cluster 1341
4538,31,White,Male,Private,>50K,31,31,Cluster 1362
4811,40,White,Male,Private,>50K,40,40,Cluster 1396
2225,31,White,Male,Private,<=50K,31,31,Cluster 1425
2161,41,White,Male,Private,>50K,41,41,Cluster 1614
4732,43,White,Male,Private,<=50K,43,43,Cluster 110
891,48,Black,Female,?,<=50K,48,48,Cluster 214
3951,29,White,Female,?,<=50K,29,29,Cluster 265
2856,33,Black,Female,Private,<=50K,33,33,Cluster 315
2392,22,White,Male,Private,<=50K,22,22,Cluster 378
3798,68,White,Male,Private,<=50K,68,68,Cluster 422
2558,22,White,Female,Local-gov,<=50K,22,22,Cluster 523
3556,17,Other,Female,?,<=50K,17,17,Cluster 648
1180,24,Asian-Pac-Islander,Male,Local-gov,<=50K,24,24,Cluster 667
883,27,White,Male,Private,<=50K,27,27,Cluster 669
2948,18,White,Male,?,<=50K,18,18,Cluster 709
2957,60,White,Male,Private,>50K,60,60,Cluster 764
3840,62,White,Male,Local-gov,<=50K,62,61,Cluster 791
4724,31,White,Male,Private,<=50K,31,31,Cluster 798
4740,33,White,Female,Federal-gov,<=50K,33,33,Cluster 882
4415,51,White,Female,Private,<=50K,51,51,Cluster 905
3135,48,White,Male,Federal-gov,>50K,48,48,Cluster 1057
3106,46,White,Male,Private,>50K,46,46,Cluster 1132
