id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
8097,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,252000
8098,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,252000
8099,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8100,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8101,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8102,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8103,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8104,[(-24831)-(-8182)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8105,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8106,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8107,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8108,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8109,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8110,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8111,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8112,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8113,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8114,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8115,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8116,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8117,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8118,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8119,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8120,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8121,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8122,[(-24166)-(-10138)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8123,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8124,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8125,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
8126,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
8127,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8128,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8129,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8130,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8131,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8132,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8133,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8134,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8135,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8136,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8137,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8138,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8139,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8140,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,103500
8141,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8142,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8143,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8144,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8145,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8146,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8147,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8148,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8149,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8150,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8151,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8152,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8153,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8154,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8155,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8156,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
8157,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
8158,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,108000
8159,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,108000
8160,[(-23641)-(-8488)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,108000
8161,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,108000
8162,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
8163,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,144000
8164,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8165,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8166,[(-24303)-(-9119)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8167,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8168,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8169,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8170,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8171,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8172,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8173,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8174,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8175,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8176,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8177,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8178,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8179,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8180,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8181,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8182,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8183,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8184,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8185,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8186,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8187,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8188,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8189,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8190,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8191,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8192,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8193,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8194,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8195,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8196,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8197,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8198,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8199,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8200,[(-24067)-(-8533)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8201,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8202,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8203,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8204,[(-24691)-(-8843)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8205,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8206,[(-24831)-(-8520)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,116653
8207,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,116653
8208,[(-24575)-(-9270)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,116653
8209,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8210,[(-24166)-(-8482)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,220500
8211,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,220500
8212,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,220500
8213,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,220500
8214,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8215,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8216,[(-24831)-(-8182)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8217,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8218,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8219,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8220,[(-24831)-(-9087)],[(-6610)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8221,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8222,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8223,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8224,[(-24831)-(-8475)],[(-14127)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8225,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8226,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8227,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8228,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8229,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,265500
8230,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8231,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8232,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,247500
8233,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8234,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8235,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8236,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8237,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8238,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8239,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8240,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8241,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8242,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8243,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8244,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8245,[(-24202)-(-8603)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8246,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8247,[(-24311)-(-8655)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,40500
8248,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,40500
8249,[(-24206)-(-7489)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,40500
8250,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8251,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
8252,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8253,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8254,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8255,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8256,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8257,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8258,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8259,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8260,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8261,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
8262,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,81000
8263,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8264,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8265,[(-24831)-(-8351)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8266,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8267,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8268,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8269,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8270,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8271,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8272,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8273,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8274,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8275,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8276,[(-24166)-(-8843)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8277,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8278,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8279,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8280,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8281,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8282,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8283,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
8284,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8285,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8286,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8287,[(-24166)-(-8477)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8288,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8289,[(-24878)-(-9928)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8290,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
8291,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8292,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8293,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,45000
8294,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8295,[(-24878)-(-8568)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8296,[(-24589)-(-7723)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8297,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8298,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8299,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8300,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8301,[(-23442)-(-8527)],[(-13699)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8302,[(-24831)-(-8477)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8303,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8304,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
8305,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8306,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8307,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
8308,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,252000
8309,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,252000
8310,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,252000
8311,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8312,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8313,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8314,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
8315,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8316,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8317,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8318,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
8319,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8320,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8321,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8322,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8323,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
8324,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8325,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8326,[(-24831)-(-8041)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8327,[(-23886)-(-9080)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8328,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8329,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
8330,[(-25140)-(-9187)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
