id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
1806,-22395,365243,"",F,Pensioner,Higher education,Married,House / apartment,112500,Cluster 95
2013,-22059,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,101250,Cluster 95
2594,-12325,-187,Core staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 95
2689,-10328,-1156,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 95
2720,-12477,-456,Managers,F,Commercial associate,Higher education,Married,House / apartment,445500,Cluster 95
2768,-20102,-1039,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,157500,Cluster 95
2814,-12811,-4327,"",M,Working,Higher education,Single / not married,House / apartment,202500,Cluster 95
3663,-10760,-2884,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 95
3739,-12691,-2000,Realty agents,F,Commercial associate,Secondary / secondary special,Married,House / apartment,328500,Cluster 95
4007,-20560,-661,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 95
4521,-11937,-1889,Cooking staff,F,Commercial associate,Higher education,Married,Rented apartment,157500,Cluster 95
4590,-10847,-2712,Laborers,M,Working,Higher education,Married,House / apartment,315000,Cluster 95
4708,-8655,-1067,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 95
4814,-21276,-1128,Accountants,F,Commercial associate,Secondary / secondary special,Married,Municipal apartment,202500,Cluster 95
5068,-11734,-2164,High skill tech staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,270000,Cluster 95
5174,-15113,-1585,HR staff,F,Working,Higher education,Separated,House / apartment,180000,Cluster 95
5178,-15113,-1585,HR staff,F,Working,Higher education,Separated,House / apartment,180000,Cluster 95
5549,-15714,-458,"",F,Commercial associate,Secondary / secondary special,Separated,House / apartment,292500,Cluster 95
5610,-12633,-854,Laborers,M,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,382500,Cluster 95
5632,-13702,-1462,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 95
5892,-14074,-4720,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 95
6122,-18862,-7093,Core staff,M,State servant,Higher education,Civil marriage,House / apartment,360000,Cluster 95
6134,-11511,-3806,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 95
6370,-13582,-3472,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 95
6468,-14284,-2192,Drivers,M,Working,Secondary / secondary special,Single / not married,Municipal apartment,157500,Cluster 95
6842,-16425,-2842,Managers,F,State servant,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
6961,-16616,-2722,Realty agents,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 95
7713,-22283,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 95
7798,-13398,-3003,Core staff,M,Commercial associate,Higher education,Married,House / apartment,675000,Cluster 95
8109,-11979,-2959,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 95
8185,-14023,-4280,Laborers,M,Working,Higher education,Married,House / apartment,157500,Cluster 95
8284,-13633,-1692,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
8340,-16269,-1358,Sales staff,F,Working,Secondary / secondary special,Separated,House / apartment,135000,Cluster 95
8520,-14577,-2269,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 95
8807,-10828,-657,Core staff,F,Commercial associate,Higher education,Married,House / apartment,112500,Cluster 95
9207,-18946,-4827,Security staff,F,State servant,Secondary / secondary special,Married,House / apartment,382500,Cluster 95
9285,-14222,-141,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 95
9337,-17254,-1207,Managers,M,Working,Secondary / secondary special,Married,Municipal apartment,382500,Cluster 95
9473,-23080,-263,"",M,State servant,Higher education,Married,Office apartment,135000,Cluster 95
9727,-17166,-2514,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,51750,Cluster 95
9980,-12601,-6053,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
131,-15519,-3234,Laborers,F,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,297000,Cluster 95
361,-20953,-8684,Accountants,F,State servant,Secondary / secondary special,Married,House / apartment,292500,Cluster 95
398,-14201,-2139,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 95
467,-20991,-4727,Laborers,M,Working,Higher education,Married,House / apartment,267750,Cluster 95
1033,-20644,-3873,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,180000,Cluster 95
1193,-18614,-7738,"",M,Commercial associate,Lower secondary,Married,House / apartment,202500,Cluster 95
1250,-17532,-8044,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,90000,Cluster 95
1309,-20387,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,126000,Cluster 95
1463,-13247,-5823,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
1619,-12461,-678,Sales staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 95
1714,-11853,-5061,Waiters/barmen staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 95
1813,-17864,-7070,"",F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 95
1862,-20399,365243,"",F,Pensioner,Higher education,Married,House / apartment,81000,Cluster 95
2137,-14512,-4596,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 95
2186,-17767,-3804,Cooking staff,F,State servant,Higher education,Married,House / apartment,90000,Cluster 95
2189,-17767,-3804,Cooking staff,F,State servant,Higher education,Married,House / apartment,90000,Cluster 95
2231,-11007,-762,"",F,Working,Higher education,Married,House / apartment,121500,Cluster 95
2438,-15003,-122,Managers,F,Working,Higher education,Married,House / apartment,126000,Cluster 95
2774,-9952,-1613,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 95
2798,-14868,-3013,Security staff,M,Commercial associate,Secondary / secondary special,Married,House / apartment,315000,Cluster 95
2846,-19205,-1552,"",F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 95
2874,-19686,-1131,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,315000,Cluster 95
2921,-19911,-126,Cooking staff,F,Working,Secondary / secondary special,Single / not married,Municipal apartment,135000,Cluster 95
3010,-23646,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,131400,Cluster 95
3036,-19042,-3319,"",F,Working,Secondary / secondary special,Separated,House / apartment,90000,Cluster 95
3073,-20693,-8036,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,234000,Cluster 95
3095,-21899,365243,"",F,Pensioner,Higher education,Married,House / apartment,153000,Cluster 95
3337,-9862,-2135,Laborers,M,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,157500,Cluster 95
3380,-15202,-674,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
3394,-9791,-1344,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 95
3944,-17004,-1117,Private service staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 95
3966,-21642,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 95
5282,-23868,365243,"",F,Pensioner,Higher education,Married,House / apartment,225000,Cluster 96
4850,-21131,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,135000,Cluster 96
4987,-12337,-458,Cooking staff,F,State servant,Secondary / secondary special,Civil marriage,House / apartment,202500,Cluster 96
5092,-12348,-1220,Managers,F,State servant,Secondary / secondary special,Married,House / apartment,315000,Cluster 96
5336,-14595,-884,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,81000,Cluster 96
5789,-11153,-1281,Accountants,F,Working,Higher education,Civil marriage,House / apartment,382500,Cluster 96
5983,-20013,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
6027,-15081,-823,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,202500,Cluster 96
6115,-18862,-7093,Core staff,M,State servant,Higher education,Civil marriage,House / apartment,360000,Cluster 96
6666,-11075,-2808,Core staff,F,State servant,Higher education,Married,House / apartment,180000,Cluster 96
6740,-23442,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
7089,-16133,-5948,"",F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 96
7206,-19692,-2425,Private service staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 96
7371,-12692,-1056,Laborers,M,Working,Secondary / secondary special,Separated,House / apartment,292500,Cluster 96
7619,-13867,-3095,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
7717,-21844,365243,"",F,Pensioner,Higher education,Separated,House / apartment,135000,Cluster 96
8538,-22001,-1539,Accountants,F,Working,Higher education,Separated,House / apartment,630000,Cluster 96
8582,-18085,-1205,Security staff,M,Working,Higher education,Separated,House / apartment,202500,Cluster 96
8962,-10650,-3702,Core staff,F,Working,Higher education,Married,With parents,112500,Cluster 96
9177,-17018,-9485,Drivers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
9400,-14802,-2789,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
9656,-20862,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
19,-17778,-1194,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
223,-14326,-555,Core staff,F,Working,Secondary / secondary special,Single / not married,House / apartment,157500,Cluster 96
309,-9657,-1560,Managers,F,Working,Secondary / secondary special,Civil marriage,House / apartment,135000,Cluster 96
897,-11813,-3266,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 96
1013,-12690,-4451,Cooking staff,F,State servant,Secondary / secondary special,Married,House / apartment,90000,Cluster 96
1225,-18104,-1317,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,360000,Cluster 96
1231,-9981,-1866,Laborers,M,Working,Lower secondary,Married,With parents,135000,Cluster 96
1342,-22867,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,216000,Cluster 96
1413,-21854,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 96
1560,-10145,-1682,Sales staff,F,Working,Higher education,Married,House / apartment,121500,Cluster 96
1957,-12021,-130,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
2195,-15174,-582,"",M,Working,Higher education,Married,House / apartment,270000,Cluster 96
2631,-8993,-152,Medicine staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,90000,Cluster 96
3184,-16951,-3017,"",F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
3279,-13263,-5269,Managers,M,Working,Higher education,Married,House / apartment,337500,Cluster 96
3552,-12195,-2592,Managers,F,Working,Higher education,Single / not married,House / apartment,225000,Cluster 96
3597,-19065,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
3743,-21135,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,112500,Cluster 96
4227,-23391,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 96
4297,-19736,-195,Accountants,F,Commercial associate,Higher education,Civil marriage,House / apartment,405000,Cluster 96
4379,-18964,-1442,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,540000,Cluster 96
4592,-10847,-2712,Laborers,M,Working,Higher education,Married,House / apartment,315000,Cluster 96
4601,-10847,-2712,Laborers,M,Working,Higher education,Married,House / apartment,315000,Cluster 96
4909,-13494,-1281,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,117000,Cluster 96
5085,-10253,-1462,Laborers,F,Working,Secondary / secondary special,Married,With parents,90000,Cluster 96
5163,-12630,-5145,Accountants,F,Commercial associate,Higher education,Married,With parents,112500,Cluster 96
5664,-9119,-185,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,145350,Cluster 96
5942,-13295,-975,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 96
6219,-9711,-1403,Sales staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,94500,Cluster 96
7591,-17526,-3337,High skill tech staff,F,Working,Higher education,Civil marriage,House / apartment,450000,Cluster 96
7747,-23702,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,103500,Cluster 96
7793,-13398,-3003,Core staff,M,Commercial associate,Higher education,Married,House / apartment,675000,Cluster 96
7832,-11564,-2944,Managers,M,Working,Higher education,Married,House / apartment,135000,Cluster 96
7948,-12461,-1805,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 96
8237,-16721,-1965,Laborers,M,State servant,Secondary / secondary special,Married,With parents,180000,Cluster 96
8270,-10942,-412,Drivers,M,Working,Higher education,Married,House / apartment,270000,Cluster 96
8319,-17213,-1143,Core staff,F,State servant,Secondary / secondary special,Married,Rented apartment,90000,Cluster 96
8491,-15161,-7140,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,180000,Cluster 96
9289,-14474,-5162,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 96
9298,-11375,-3793,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
9402,-14802,-2789,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 96
9455,-23830,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,121500,Cluster 96
9960,-22802,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,135000,Cluster 96
80,-17016,-1347,Core staff,F,Commercial associate,Higher education,Separated,Rented apartment,247500,Cluster 96
563,-19940,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
775,-21688,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,90000,Cluster 96
1112,-16573,-4574,"",F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 96
1442,-11107,-130,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 96
1626,-19263,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,180000,Cluster 96
2133,-14512,-4596,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 96
2266,-17110,-370,Laborers,M,State servant,Secondary / secondary special,Married,House / apartment,270000,Cluster 96
2727,-17743,-4205,"",F,Working,Higher education,Married,House / apartment,76500,Cluster 96
2752,-11177,-4205,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 96
3352,-14309,-548,Sales staff,F,Working,Secondary / secondary special,Separated,With parents,157500,Cluster 96
3907,-24278,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,81000,Cluster 96
4395,-19801,-1077,Core staff,F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,315000,Cluster 96
4433,-17297,-3482,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,121500,Cluster 96
4902,-12555,-1858,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 96
4907,-12555,-1858,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 96
5203,-10106,-93,Accountants,F,Working,Higher education,Single / not married,House / apartment,202500,Cluster 96
5929,-13264,-397,Laborers,F,Working,Higher education,Married,House / apartment,180000,Cluster 96
5991,-20013,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
6230,-22034,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 96
6988,-13028,-104,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 96
7000,-22256,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,99000,Cluster 96
7260,-18891,-477,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,189000,Cluster 96
7263,-17834,-1330,Medicine staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,90000,Cluster 96
7274,-19634,-1117,Sales staff,F,Working,Secondary / secondary special,Separated,House / apartment,180000,Cluster 96
7546,-11919,-1787,Accountants,F,Working,Higher education,Married,House / apartment,135000,Cluster 96
7809,-21367,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 96
8032,-9889,-2289,Managers,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 96
8298,-20844,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 96
8492,-15161,-7140,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,180000,Cluster 96
8519,-14577,-2269,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 96
8541,-22001,-1539,Accountants,F,Working,Higher education,Separated,House / apartment,630000,Cluster 96
8591,-10998,-2514,Accountants,F,Working,Higher education,Married,With parents,265500,Cluster 96
8632,-21369,-12253,Drivers,M,Working,Secondary / secondary special,Married,Municipal apartment,157500,Cluster 96
8725,-13024,-2118,Drivers,M,State servant,Higher education,Married,House / apartment,225000,Cluster 96
4233,-10261,-235,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,495000,Cluster 97
8862,-12167,-780,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 97
8961,-10650,-3702,Core staff,F,Working,Higher education,Married,With parents,112500,Cluster 97
9118,-18770,-7597,"",F,Working,Secondary / secondary special,Civil marriage,House / apartment,103500,Cluster 97
9528,-21766,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,193500,Cluster 97
12,-16872,-769,Accountants,M,Working,Higher education,Married,House / apartment,270000,Cluster 97
459,-20140,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
1247,-17532,-8044,Medicine staff,F,State servant,Secondary / secondary special,Married,House / apartment,90000,Cluster 97
1684,-13958,-3021,Sales staff,F,Commercial associate,Higher education,Married,House / apartment,292500,Cluster 97
1939,-20074,-221,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 97
2024,-20208,-8033,"",F,Working,Secondary / secondary special,Married,House / apartment,166500,Cluster 97
2127,-18456,-6791,Managers,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 97
2281,-13315,-5204,Core staff,F,Working,Secondary / secondary special,Married,With parents,121500,Cluster 97
2852,-22204,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,76500,Cluster 97
3064,-16200,-3627,Core staff,F,State servant,Higher education,Married,House / apartment,202500,Cluster 97
3109,-21899,365243,"",F,Pensioner,Higher education,Married,House / apartment,153000,Cluster 97
3479,-12494,-978,Laborers,M,Commercial associate,Secondary / secondary special,Separated,House / apartment,180000,Cluster 97
3482,-12494,-978,Laborers,M,Commercial associate,Secondary / secondary special,Separated,House / apartment,180000,Cluster 97
3556,-12195,-2592,Managers,F,Working,Higher education,Single / not married,House / apartment,225000,Cluster 97
3689,-12615,-843,Cooking staff,F,Working,Higher education,Married,House / apartment,81000,Cluster 97
3917,-18337,-1847,Managers,M,Working,Secondary / secondary special,Married,House / apartment,900000,Cluster 97
3983,-14238,-3918,Laborers,M,Working,Higher education,Married,House / apartment,157500,Cluster 97
4041,-16817,-4618,Cleaning staff,F,Working,Secondary / secondary special,Single / not married,Municipal apartment,63000,Cluster 97
4043,-16817,-4618,Cleaning staff,F,Working,Secondary / secondary special,Single / not married,Municipal apartment,63000,Cluster 97
4123,-23055,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
4148,-13803,-3249,Sales staff,F,Commercial associate,Incomplete higher,Married,House / apartment,180000,Cluster 97
4201,-15036,-3339,"",F,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 97
4425,-19718,-925,Medicine staff,F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,292500,Cluster 97
4436,-17297,-3482,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,121500,Cluster 97
4450,-14091,-986,Core staff,M,Working,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 97
4508,-16173,-2862,Managers,M,Working,Secondary / secondary special,Civil marriage,House / apartment,225000,Cluster 97
5215,-22710,-13699,High skill tech staff,F,Commercial associate,Higher education,Married,House / apartment,148500,Cluster 97
5225,-18156,-1250,Managers,F,Working,Higher education,Married,House / apartment,202500,Cluster 97
5574,-21832,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
5769,-16299,-5817,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,94500,Cluster 97
6472,-19713,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,81000,Cluster 97
6663,-11075,-2808,Core staff,F,State servant,Higher education,Married,House / apartment,180000,Cluster 97
6801,-10580,-2566,Core staff,M,Working,Higher education,Married,House / apartment,315000,Cluster 97
6966,-16616,-2722,Realty agents,F,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 97
7357,-15629,-356,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,171000,Cluster 97
7364,-23270,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,121500,Cluster 97
7567,-12563,-1025,Cooking staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
7714,-22283,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
7916,-23180,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,157500,Cluster 97
8301,-20844,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,180000,Cluster 97
8572,-19960,-5679,Accountants,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 97
8579,-18085,-1205,Security staff,M,Working,Higher education,Separated,House / apartment,202500,Cluster 97
8623,-10553,-1022,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
8769,-13033,-3885,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
8797,-10828,-657,Core staff,F,Commercial associate,Higher education,Married,House / apartment,112500,Cluster 97
8955,-12119,-2029,Drivers,M,State servant,Secondary / secondary special,Married,With parents,202500,Cluster 97
9046,-19817,-4675,Cleaning staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,227250,Cluster 97
9276,-14222,-141,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
9487,-13605,-1329,Core staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
179,-16582,-1194,Cleaning staff,F,Working,Secondary / secondary special,Separated,House / apartment,270000,Cluster 97
204,-15444,-3112,"",F,State servant,Higher education,Married,House / apartment,216000,Cluster 97
635,-16888,-2687,Core staff,F,Working,Incomplete higher,Married,House / apartment,157500,Cluster 97
737,-9890,-2047,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
1180,-23287,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
1270,-20145,-1043,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 97
1449,-21518,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 97
1527,-18476,-2625,Managers,M,Working,Higher education,Married,Office apartment,450000,Cluster 97
1538,-13928,-3052,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
1722,-21350,365243,"",F,Pensioner,Incomplete higher,Married,House / apartment,67500,Cluster 97
1945,-10737,-2078,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 97
1948,-10737,-2078,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 97
2098,-9930,-674,Laborers,M,Working,Higher education,Single / not married,House / apartment,310500,Cluster 97
2322,-10682,-609,Sales staff,M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 97
2439,-15003,-122,Managers,F,Working,Higher education,Married,House / apartment,126000,Cluster 97
2693,-22815,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,148500,Cluster 97
2942,-11945,-735,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
3046,-11373,-1371,Managers,M,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 97
3257,-8533,-582,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,202500,Cluster 97
3560,-21275,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,144000,Cluster 97
3764,-21786,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,135000,Cluster 97
3826,-12997,-5469,"",M,Working,Secondary / secondary special,Married,Rented apartment,225000,Cluster 97
3881,-10502,-1878,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 97
3995,-22730,-13415,Sales staff,F,Working,Higher education,Single / not married,House / apartment,180000,Cluster 97
4088,-21700,-2426,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,90900,Cluster 97
4192,-11084,-1086,Sales staff,F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,67500,Cluster 97
4345,-14487,-2538,Core staff,F,Working,Incomplete higher,Married,House / apartment,292500,Cluster 97
4629,-12903,-2924,Accountants,F,Working,Higher education,Married,House / apartment,144000,Cluster 97
4771,-16278,-2712,"",F,Working,Secondary / secondary special,Single / not married,House / apartment,202500,Cluster 97
4972,-21071,365243,"",F,Pensioner,Secondary / secondary special,Married,Municipal apartment,139050,Cluster 97
5041,-23059,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,180000,Cluster 97
5247,-16340,-8647,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,247500,Cluster 97
5364,-18858,-1614,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,63000,Cluster 97
5462,-21658,-3471,Laborers,M,Working,Secondary / secondary special,Civil marriage,House / apartment,99000,Cluster 97
6060,-16199,-3411,Private service staff,F,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 97
6139,-11511,-3806,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,180000,Cluster 97
6396,-16174,-277,Sales staff,F,Working,Secondary / secondary special,Married,With parents,90000,Cluster 97
6542,-8527,-581,Drivers,M,Commercial associate,Secondary / secondary special,Single / not married,With parents,225000,Cluster 97
6736,-23442,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 97
6845,-11900,-3360,Accountants,F,Commercial associate,Secondary / secondary special,Married,House / apartment,67500,Cluster 97
7163,-11888,-295,Security staff,M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 97
7412,-13351,-295,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,148500,Cluster 97
7950,-12461,-1805,Sales staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 97
8414,-18061,-869,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,112500,Cluster 97
8585,-12623,-657,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,90000,Cluster 97
8673,-12529,-918,"",M,State servant,Secondary / secondary special,Married,House / apartment,108000,Cluster 97
3638,-20833,365243,"",F,Pensioner,Higher education,Married,House / apartment,76500,Cluster 98
8691,-13058,-901,High skill tech staff,M,Working,Higher education,Married,House / apartment,157500,Cluster 98
8756,-9958,-1114,Waiters/barmen staff,F,Working,Secondary / secondary special,Single / not married,Office apartment,135000,Cluster 98
8945,-12297,-384,Managers,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 98
