id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,NAME_INCOME_TYPE,prediction
8056,-15973,-4603,Laborers,Working,1.0
8057,-15973,-4603,Laborers,Working,1.0
8058,-15973,-4603,Laborers,Working,1.0
8059,-15973,-4603,Laborers,Working,1.0
8060,-15973,-4603,Laborers,Working,1.0
8061,-15973,-4603,Laborers,Working,1.0
8062,-15973,-4603,Laborers,Working,1.0
8063,-15973,-4603,Laborers,Working,1.0
8064,-15973,-4603,Laborers,Working,1.0
8065,-15973,-4603,Laborers,Working,1.0
8066,-18924,365243,"",Pensioner,0.0
8067,-18924,365243,"",Pensioner,0.0
8068,-18924,365243,"",Pensioner,0.0
8069,-22494,365243,"",Pensioner,0.0
8070,-22494,365243,"",Pensioner,0.0
8071,-22494,365243,"",Pensioner,0.0
8072,-22494,365243,"",Pensioner,0.0
8073,-22494,365243,"",Pensioner,0.0
8074,-17627,-4816,High skill tech staff,State servant,0.0
8075,-17627,-4816,High skill tech staff,State servant,0.0
8076,-17627,-4816,High skill tech staff,State servant,0.0
8077,-17627,-4816,High skill tech staff,State servant,0.0
8078,-17627,-4816,High skill tech staff,State servant,0.0
8079,-17627,-4816,High skill tech staff,State servant,0.0
8080,-17627,-4816,High skill tech staff,State servant,0.0
8081,-17627,-4816,High skill tech staff,State servant,0.0
8082,-17627,-4816,High skill tech staff,State servant,0.0
8083,-17627,-4816,High skill tech staff,State servant,0.0
8084,-17627,-4816,High skill tech staff,State servant,0.0
8085,-17627,-4816,High skill tech staff,State servant,0.0
8086,-13049,-6399,Medicine staff,State servant,1.0
8087,-13049,-6399,Medicine staff,State servant,1.0
8088,-13049,-6399,Medicine staff,State servant,1.0
8089,-13049,-6399,Medicine staff,State servant,1.0
8090,-13049,-6399,Medicine staff,State servant,1.0
8091,-13049,-6399,Medicine staff,State servant,1.0
8092,-13049,-6399,Medicine staff,State servant,1.0
8093,-13049,-6399,Medicine staff,State servant,1.0
8094,-13049,-6399,Medicine staff,State servant,1.0
8095,-13049,-6399,Medicine staff,State servant,1.0
8096,-13049,-6399,Medicine staff,State servant,1.0
8097,-13049,-6399,Medicine staff,State servant,1.0
8098,-13049,-6399,Medicine staff,State servant,1.0
8099,-13241,-2200,Sales staff,Commercial associate,1.0
8100,-13241,-2200,Sales staff,Commercial associate,1.0
8101,-13241,-2200,Sales staff,Commercial associate,1.0
8102,-13241,-2200,Sales staff,Commercial associate,1.0
8103,-13241,-2200,Sales staff,Commercial associate,1.0
8104,-13241,-2200,Sales staff,Commercial associate,1.0
8105,-11979,-2959,Sales staff,Working,1.0
8106,-11979,-2959,Sales staff,Working,1.0
8107,-11979,-2959,Sales staff,Working,1.0
8108,-11979,-2959,Sales staff,Working,1.0
8109,-11979,-2959,Sales staff,Working,1.0
8110,-11979,-2959,Sales staff,Working,1.0
8111,-15532,-8256,Core staff,Commercial associate,1.0
8112,-15532,-8256,Core staff,Commercial associate,1.0
8113,-15532,-8256,Core staff,Commercial associate,1.0
8114,-15532,-8256,Core staff,Commercial associate,1.0
8115,-15532,-8256,Core staff,Commercial associate,1.0
8116,-19293,-2990,Laborers,Working,0.0
8117,-19293,-2990,Laborers,Working,0.0
8118,-19293,-2990,Laborers,Working,0.0
8119,-19293,-2990,Laborers,Working,0.0
8120,-19293,-2990,Laborers,Working,0.0
8121,-19293,-2990,Laborers,Working,0.0
8122,-19293,-2990,Laborers,Working,0.0
8123,-19293,-2990,Laborers,Working,0.0
8124,-19293,-2990,Laborers,Working,0.0
8125,-18131,-617,Laborers,Working,0.0
8126,-18131,-617,Laborers,Working,0.0
8127,-21821,365243,"",Pensioner,0.0
8128,-21821,365243,"",Pensioner,0.0
8129,-21821,365243,"",Pensioner,0.0
8130,-21821,365243,"",Pensioner,0.0
8131,-21821,365243,"",Pensioner,0.0
8132,-21821,365243,"",Pensioner,0.0
8133,-21821,365243,"",Pensioner,0.0
8134,-21821,365243,"",Pensioner,0.0
8135,-21821,365243,"",Pensioner,0.0
8136,-21821,365243,"",Pensioner,0.0
8137,-12596,-1104,Laborers,Working,0.0
8138,-12596,-1104,Laborers,Working,0.0
8139,-12596,-1104,Laborers,Working,0.0
8140,-12596,-1104,Laborers,Working,0.0
8141,-18896,-1661,Laborers,Commercial associate,0.0
8142,-18896,-1661,Laborers,Commercial associate,0.0
8143,-22115,365243,"",Pensioner,0.0
8144,-22115,365243,"",Pensioner,0.0
8145,-22115,365243,"",Pensioner,0.0
8146,-22115,365243,"",Pensioner,0.0
8147,-22115,365243,"",Pensioner,0.0
8148,-22115,365243,"",Pensioner,0.0
8149,-22115,365243,"",Pensioner,0.0
8150,-22115,365243,"",Pensioner,0.0
8151,-22115,365243,"",Pensioner,0.0
8152,-22115,365243,"",Pensioner,0.0
8153,-22115,365243,"",Pensioner,0.0
8154,-22115,365243,"",Pensioner,0.0
8155,-22115,365243,"",Pensioner,0.0
8156,-21800,-2544,Laborers,Working,1.0
8157,-21800,-2544,Laborers,Working,1.0
8158,-21361,365243,"",Pensioner,0.0
8159,-21361,365243,"",Pensioner,0.0
8160,-21361,365243,"",Pensioner,0.0
8161,-21361,365243,"",Pensioner,0.0
8162,-21406,365243,"",Pensioner,0.0
8163,-21406,365243,"",Pensioner,0.0
8164,-19408,-4553,Laborers,Working,1.0
8165,-19408,-4553,Laborers,Working,1.0
8166,-19408,-4553,Laborers,Working,1.0
8167,-19408,-4553,Laborers,Working,1.0
8168,-19408,-4553,Laborers,Working,1.0
8169,-19408,-4553,Laborers,Working,1.0
8170,-19408,-4553,Laborers,Working,1.0
8171,-23137,365243,"",Pensioner,0.0
8172,-23137,365243,"",Pensioner,0.0
8173,-23137,365243,"",Pensioner,0.0
8174,-23137,365243,"",Pensioner,0.0
8175,-23137,365243,"",Pensioner,0.0
8176,-20939,365243,"",Pensioner,0.0
8177,-20939,365243,"",Pensioner,0.0
8178,-10557,-109,Laborers,Working,0.0
8179,-10557,-109,Laborers,Working,0.0
8180,-21394,365243,"",Pensioner,0.0
8181,-15256,-109,Drivers,Commercial associate,0.0
8182,-14023,-4280,Laborers,Working,1.0
8183,-14023,-4280,Laborers,Working,1.0
8184,-14023,-4280,Laborers,Working,1.0
8185,-14023,-4280,Laborers,Working,1.0
8186,-14023,-4280,Laborers,Working,1.0
8187,-14023,-4280,Laborers,Working,1.0
8188,-13456,-992,Drivers,Working,1.0
8189,-13456,-992,Drivers,Working,1.0
8190,-13456,-992,Drivers,Working,1.0
8191,-13456,-992,Drivers,Working,1.0
8192,-13456,-992,Drivers,Working,1.0
8193,-13456,-992,Drivers,Working,1.0
8194,-13456,-992,Drivers,Working,1.0
8195,-13456,-992,Drivers,Working,1.0
8196,-13456,-992,Drivers,Working,1.0
8197,-13456,-992,Drivers,Working,1.0
8198,-13456,-992,Drivers,Working,1.0
8199,-13456,-992,Drivers,Working,1.0
8200,-13456,-992,Drivers,Working,1.0
8201,-13456,-992,Drivers,Working,1.0
8202,-13456,-992,Drivers,Working,1.0
8203,-13456,-992,Drivers,Working,1.0
8204,-13456,-992,Drivers,Working,1.0
8205,-10448,-535,Sales staff,Working,1.0
8206,-9270,-1661,Laborers,Commercial associate,1.0
8207,-9270,-1661,Laborers,Commercial associate,1.0
8208,-9270,-1661,Laborers,Commercial associate,1.0
8209,-17550,-2788,Security staff,Commercial associate,1.0
8210,-15130,-170,"",Working,1.0
8211,-15130,-170,"",Working,1.0
8212,-15130,-170,"",Working,1.0
8213,-15130,-170,"",Working,1.0
8214,-23602,365243,"",Pensioner,0.0
8215,-23602,365243,"",Pensioner,0.0
8216,-23602,365243,"",Pensioner,0.0
8217,-23602,365243,"",Pensioner,0.0
8218,-23602,365243,"",Pensioner,0.0
8219,-23602,365243,"",Pensioner,0.0
8220,-23602,365243,"",Pensioner,0.0
8221,-23602,365243,"",Pensioner,0.0
8222,-23602,365243,"",Pensioner,0.0
8223,-20803,365243,"",Pensioner,0.0
8224,-20803,365243,"",Pensioner,0.0
8225,-20803,365243,"",Pensioner,0.0
8226,-20803,365243,"",Pensioner,0.0
8227,-20803,365243,"",Pensioner,0.0
8228,-20803,365243,"",Pensioner,0.0
8229,-20803,365243,"",Pensioner,0.0
8230,-14046,-353,Sales staff,Working,1.0
8231,-14046,-353,Sales staff,Working,1.0
8232,-14046,-353,Sales staff,Working,1.0
8233,-15575,-139,Drivers,Working,1.0
8234,-15575,-139,Drivers,Working,1.0
8235,-15575,-139,Drivers,Working,1.0
8236,-16721,-1965,Laborers,State servant,0.0
8237,-16721,-1965,Laborers,State servant,0.0
8238,-16721,-1965,Laborers,State servant,0.0
8239,-15488,-2453,Laborers,Working,1.0
8240,-15488,-2453,Laborers,Working,1.0
8241,-15329,-8510,Core staff,State servant,1.0
8242,-15329,-8510,Core staff,State servant,1.0
8243,-15329,-8510,Core staff,State servant,1.0
8244,-15446,-231,Sales staff,Working,1.0
8245,-22068,365243,"",Pensioner,0.0
8246,-22068,365243,"",Pensioner,0.0
8247,-18207,365243,"",Pensioner,0.0
8248,-18207,365243,"",Pensioner,0.0
8249,-18207,365243,"",Pensioner,0.0
8250,-23678,365243,"",Pensioner,0.0
8251,-23678,365243,"",Pensioner,0.0
8252,-22581,365243,"",Pensioner,0.0
8253,-22581,365243,"",Pensioner,0.0
8254,-13192,-2088,"",Working,1.0
8255,-13192,-2088,"",Working,1.0
8256,-11974,-1388,Sales staff,Working,1.0
8257,-11974,-1388,Sales staff,Working,1.0
8258,-11974,-1388,Sales staff,Working,1.0
8259,-11974,-1388,Sales staff,Working,1.0
8260,-11974,-1388,Sales staff,Working,1.0
8261,-11974,-1388,Sales staff,Working,1.0
8262,-19264,-109,Sales staff,Working,0.0
8263,-20110,365243,"",Pensioner,0.0
8264,-20110,365243,"",Pensioner,0.0
8265,-20110,365243,"",Pensioner,0.0
8266,-10942,-412,Drivers,Working,1.0
8267,-10942,-412,Drivers,Working,1.0
8268,-10942,-412,Drivers,Working,1.0
8269,-10942,-412,Drivers,Working,1.0
8270,-10942,-412,Drivers,Working,1.0
8271,-10942,-412,Drivers,Working,1.0
8272,-10942,-412,Drivers,Working,1.0
8273,-10942,-412,Drivers,Working,1.0
8274,-14399,-1266,Sales staff,Commercial associate,1.0
8275,-14399,-1266,Sales staff,Commercial associate,1.0
8276,-14399,-1266,Sales staff,Commercial associate,1.0
8277,-13465,-839,Managers,Working,1.0
8278,-13465,-839,Managers,Working,1.0
8279,-13465,-839,Managers,Working,1.0
8280,-13465,-839,Managers,Working,1.0
8281,-13465,-839,Managers,Working,1.0
8282,-13465,-839,Managers,Working,1.0
8283,-13465,-839,Managers,Working,1.0
8284,-13633,-1692,Core staff,Working,1.0
8285,-13633,-1692,Core staff,Working,1.0
8286,-13633,-1692,Core staff,Working,1.0
8287,-13633,-1692,Core staff,Working,1.0
8288,-13633,-1692,Core staff,Working,1.0
8289,-13633,-1692,Core staff,Working,1.0
8290,-13633,-1692,Core staff,Working,1.0
8291,-17341,-109,"",Working,0.0
8292,-17341,-109,"",Working,0.0
8293,-20743,365243,"",Pensioner,0.0
8294,-20844,365243,"",Pensioner,0.0
8295,-20844,365243,"",Pensioner,0.0
8296,-20844,365243,"",Pensioner,0.0
8297,-20844,365243,"",Pensioner,0.0
8298,-20844,365243,"",Pensioner,0.0
8299,-20844,365243,"",Pensioner,0.0
8300,-20844,365243,"",Pensioner,0.0
8301,-20844,365243,"",Pensioner,0.0
8302,-20844,365243,"",Pensioner,0.0
8303,-20844,365243,"",Pensioner,0.0
8304,-20844,365243,"",Pensioner,0.0
8305,-12594,-3153,"",Working,0.0
8306,-12594,-3153,"",Working,0.0
8307,-12594,-3153,"",Working,0.0
8308,-18252,-262,Security staff,Working,1.0
8309,-18252,-262,Security staff,Working,1.0
8310,-18252,-262,Security staff,Working,1.0
8311,-10178,-777,Sales staff,Working,1.0
8312,-19125,365243,"",Pensioner,0.0
8313,-19125,365243,"",Pensioner,0.0
8314,-19125,365243,"",Pensioner,0.0
8315,-11599,-718,Laborers,Working,1.0
8316,-11599,-718,Laborers,Working,1.0
8317,-11599,-718,Laborers,Working,1.0
8318,-11599,-718,Laborers,Working,1.0
8319,-17213,-1143,Core staff,State servant,1.0
8320,-17213,-1143,Core staff,State servant,1.0
8321,-17213,-1143,Core staff,State servant,1.0
8322,-17213,-1143,Core staff,State servant,1.0
8323,-17213,-1143,Core staff,State servant,1.0
8324,-11206,-2514,Core staff,State servant,0.0
8325,-11206,-2514,Core staff,State servant,0.0
8326,-11206,-2514,Core staff,State servant,0.0
8327,-11206,-2514,Core staff,State servant,0.0
8328,-11206,-2514,Core staff,State servant,0.0
8329,-11206,-2514,Core staff,State servant,0.0
8330,-11206,-2514,Core staff,State servant,0.0
8331,-11206,-2514,Core staff,State servant,0.0
8332,-11206,-2514,Core staff,State servant,0.0
8333,-11206,-2514,Core staff,State servant,0.0
8334,-11206,-2514,Core staff,State servant,0.0
8335,-11206,-2514,Core staff,State servant,0.0
8336,-11206,-2514,Core staff,State servant,0.0
8337,-11206,-2514,Core staff,State servant,0.0
8338,-10592,-412,Drivers,Working,0.0
8339,-10592,-412,Drivers,Working,0.0
8340,-16269,-1358,Sales staff,Working,1.0
8341,-16269,-1358,Sales staff,Working,1.0
8342,-16269,-1358,Sales staff,Working,1.0
8343,-16269,-1358,Sales staff,Working,1.0
8344,-16269,-1358,Sales staff,Working,1.0
8345,-16269,-1358,Sales staff,Working,1.0
8346,-17402,-3153,Core staff,Working,1.0
8347,-17402,-3153,Core staff,Working,1.0
8348,-17402,-3153,Core staff,Working,1.0
8349,-17402,-3153,Core staff,Working,1.0
8350,-17402,-3153,Core staff,Working,1.0
8351,-17402,-3153,Core staff,Working,1.0
8352,-17402,-3153,Core staff,Working,1.0
8353,-17402,-3153,Core staff,Working,1.0
8354,-17402,-3153,Core staff,Working,1.0
8355,-17402,-3153,Core staff,Working,1.0
8356,-17402,-3153,Core staff,Working,1.0
8357,-17402,-3153,Core staff,Working,1.0
8358,-17402,-3153,Core staff,Working,1.0
8359,-17402,-3153,Core staff,Working,1.0
8360,-17402,-3153,Core staff,Working,1.0
8361,-17402,-3153,Core staff,Working,1.0
8362,-17402,-3153,Core staff,Working,1.0
8363,-17402,-3153,Core staff,Working,1.0
8364,-17402,-3153,Core staff,Working,1.0
8365,-17402,-3153,Core staff,Working,1.0
8366,-10551,-3000,Core staff,Commercial associate,1.0
8367,-10551,-3000,Core staff,Commercial associate,1.0
8368,-10551,-3000,Core staff,Commercial associate,1.0
8369,-10551,-3000,Core staff,Commercial associate,1.0
8370,-10551,-3000,Core staff,Commercial associate,1.0
8371,-10551,-3000,Core staff,Commercial associate,1.0
8372,-10551,-3000,Core staff,Commercial associate,1.0
8373,-10551,-3000,Core staff,Commercial associate,1.0
8374,-10551,-3000,Core staff,Commercial associate,1.0
8375,-10551,-3000,Core staff,Commercial associate,1.0
8376,-10551,-3000,Core staff,Commercial associate,1.0
8377,-10551,-3000,Core staff,Commercial associate,1.0
8378,-20371,365243,"",Pensioner,0.0
8379,-20371,365243,"",Pensioner,0.0
8380,-20371,365243,"",Pensioner,0.0
8381,-20371,365243,"",Pensioner,0.0
8382,-20371,365243,"",Pensioner,0.0
8383,-16337,-2727,"",Working,0.0
8384,-16337,-2727,"",Working,0.0
8385,-16337,-2727,"",Working,0.0
8386,-16337,-2727,"",Working,0.0
8387,-16337,-2727,"",Working,0.0
8388,-14784,-1904,Laborers,Working,1.0
8389,-20952,-3852,Managers,Working,1.0
8390,-20952,-3852,Managers,Working,1.0
8391,-20952,-3852,Managers,Working,1.0
8392,-20952,-3852,Managers,Working,1.0
8393,-20952,-3852,Managers,Working,1.0
8394,-20952,-3852,Managers,Working,1.0
8395,-20952,-3852,Managers,Working,1.0
8396,-20952,-3852,Managers,Working,1.0
8397,-12281,-1508,"",Working,1.0
8398,-12281,-1508,"",Working,1.0
8399,-12281,-1508,"",Working,1.0
8400,-12281,-1508,"",Working,1.0
8401,-12281,-1508,"",Working,1.0
8402,-12281,-1508,"",Working,1.0
8403,-12281,-1508,"",Working,1.0
8404,-12281,-1508,"",Working,1.0
8405,-12281,-1508,"",Working,1.0
8406,-12281,-1508,"",Working,1.0
8407,-12281,-1508,"",Working,1.0
8408,-12281,-1508,"",Working,1.0
8409,-12281,-1508,"",Working,1.0
8410,-22720,365243,"",Pensioner,0.0
8411,-22720,365243,"",Pensioner,0.0
8412,-22720,365243,"",Pensioner,0.0
8413,-18061,-869,"",Commercial associate,1.0
8414,-18061,-869,"",Commercial associate,1.0
8415,-18861,-1480,Drivers,State servant,1.0
8416,-18861,-1480,Drivers,State servant,1.0
8417,-18861,-1480,Drivers,State servant,1.0
8418,-18861,-1480,Drivers,State servant,1.0
8419,-18861,-1480,Drivers,State servant,1.0
8420,-18861,-1480,Drivers,State servant,1.0
8421,-18861,-1480,Drivers,State servant,1.0
8422,-19253,-8448,"",Working,1.0
8423,-19253,-8448,"",Working,1.0
8424,-19253,-8448,"",Working,1.0
8425,-18976,-688,Cooking staff,Commercial associate,0.0
8426,-18976,-688,Cooking staff,Commercial associate,0.0
8427,-21719,365243,"",Pensioner,0.0
8428,-10388,-657,Core staff,Working,0.0
8429,-10388,-657,Core staff,Working,0.0
8430,-10388,-657,Core staff,Working,0.0
8431,-10388,-657,Core staff,Working,0.0
8432,-12783,-1205,Core staff,Working,0.0
8433,-12783,-1205,Core staff,Working,0.0
8434,-12783,-1205,Core staff,Working,0.0
8435,-12783,-1205,Core staff,Working,0.0
8436,-12783,-1205,Core staff,Working,0.0
8437,-20009,-292,Sales staff,Commercial associate,1.0
8438,-14596,-1965,"",Commercial associate,0.0
8439,-14596,-1965,"",Commercial associate,0.0
8440,-14596,-1965,"",Commercial associate,0.0
8441,-14596,-1965,"",Commercial associate,0.0
8442,-14596,-1965,"",Commercial associate,0.0
8443,-20310,-5375,Managers,Working,1.0
8444,-20310,-5375,Managers,Working,1.0
8445,-20310,-5375,Managers,Working,1.0
8446,-23751,365243,"",Pensioner,0.0
8447,-23751,365243,"",Pensioner,0.0
8448,-23751,365243,"",Pensioner,0.0
8449,-23751,365243,"",Pensioner,0.0
8450,-23751,365243,"",Pensioner,0.0
8451,-23751,365243,"",Pensioner,0.0
8452,-23751,365243,"",Pensioner,0.0
8453,-23751,365243,"",Pensioner,0.0
8454,-23751,365243,"",Pensioner,0.0
8455,-23751,365243,"",Pensioner,0.0
8456,-13354,-2727,Laborers,Working,0.0
8457,-13354,-2727,Laborers,Working,0.0
8458,-13354,-2727,Laborers,Working,0.0
8459,-17147,-3822,Sales staff,Commercial associate,1.0
8460,-17147,-3822,Sales staff,Commercial associate,1.0
8461,-17147,-3822,Sales staff,Commercial associate,1.0
8462,-17147,-3822,Sales staff,Commercial associate,1.0
8463,-11230,-200,Core staff,Commercial associate,1.0
8464,-15973,-2026,Drivers,Working,1.0
8465,-15973,-2026,Drivers,Working,1.0
8466,-15973,-2026,Drivers,Working,1.0
8467,-15973,-2026,Drivers,Working,1.0
8468,-15973,-2026,Drivers,Working,1.0
8469,-15973,-2026,Drivers,Working,1.0
8470,-15201,-1845,Core staff,Working,0.0
8471,-15201,-1845,Core staff,Working,0.0
8472,-15201,-1845,Core staff,Working,0.0
8473,-15201,-1845,Core staff,Working,0.0
8474,-15201,-1845,Core staff,Working,0.0
8475,-18620,-1904,Managers,Commercial associate,1.0
8476,-18620,-1904,Managers,Commercial associate,1.0
8477,-18620,-1904,Managers,Commercial associate,1.0
8478,-22981,365243,"",Pensioner,0.0
8479,-22981,365243,"",Pensioner,0.0
8480,-22981,365243,"",Pensioner,0.0
8481,-22981,365243,"",Pensioner,0.0
8482,-21735,365243,"",Pensioner,0.0
8483,-21735,365243,"",Pensioner,0.0
8484,-21735,365243,"",Pensioner,0.0
8485,-21735,365243,"",Pensioner,0.0
8486,-21735,365243,"",Pensioner,0.0
8487,-11248,-2391,Drivers,Working,0.0
8488,-11248,-2391,Drivers,Working,0.0
8489,-11248,-2391,Drivers,Working,0.0
8490,-11248,-2391,Drivers,Working,0.0
8491,-15161,-7140,Core staff,Commercial associate,1.0
8492,-15161,-7140,Core staff,Commercial associate,1.0
8493,-15161,-7140,Core staff,Commercial associate,1.0
8494,-15161,-7140,Core staff,Commercial associate,1.0
8495,-15161,-7140,Core staff,Commercial associate,1.0
8496,-15161,-7140,Core staff,Commercial associate,1.0
8497,-15161,-7140,Core staff,Commercial associate,1.0
8498,-15923,-961,Waiters/barmen staff,Working,1.0
8499,-15923,-961,Waiters/barmen staff,Working,1.0
8500,-15923,-961,Waiters/barmen staff,Working,1.0
8501,-15923,-961,Waiters/barmen staff,Working,1.0
8502,-15923,-961,Waiters/barmen staff,Working,1.0
8503,-15923,-961,Waiters/barmen staff,Working,1.0
8504,-15923,-961,Waiters/barmen staff,Working,1.0
8505,-15923,-961,Waiters/barmen staff,Working,1.0
8506,-22646,-5283,Cleaning staff,Working,1.0
8507,-22646,-5283,Cleaning staff,Working,1.0
8508,-22646,-5283,Cleaning staff,Working,1.0
8509,-8041,-1419,Sales staff,Working,0.0
8510,-8041,-1419,Sales staff,Working,0.0
8511,-8041,-1419,Sales staff,Working,0.0
8512,-8041,-1419,Sales staff,Working,0.0
8513,-20261,365243,"",Pensioner,0.0
8514,-17835,-1266,Laborers,Commercial associate,0.0
8515,-17681,-5649,"",Commercial associate,1.0
8516,-17681,-5649,"",Commercial associate,1.0
8517,-17681,-5649,"",Commercial associate,1.0
8518,-14577,-2269,Sales staff,Commercial associate,1.0
8519,-14577,-2269,Sales staff,Commercial associate,1.0
8520,-14577,-2269,Sales staff,Commercial associate,1.0
8521,-14577,-2269,Sales staff,Commercial associate,1.0
8522,-14577,-2269,Sales staff,Commercial associate,1.0
8523,-14577,-2269,Sales staff,Commercial associate,1.0
8524,-12291,-1053,"",Working,1.0
8525,-12291,-1053,"",Working,1.0
8526,-12291,-1053,"",Working,1.0
8527,-12291,-1053,"",Working,1.0
8528,-12291,-1053,"",Working,1.0
8529,-12291,-1053,"",Working,1.0
8530,-15842,-1419,Waiters/barmen staff,Working,0.0
8531,-14006,-869,Laborers,Working,1.0
8532,-14006,-869,Laborers,Working,1.0
8533,-8829,-535,"",Commercial associate,1.0
8534,-12767,-4614,Sales staff,Commercial associate,1.0
8535,-12767,-4614,Sales staff,Commercial associate,1.0
8536,-12767,-4614,Sales staff,Commercial associate,1.0
8537,-22001,-1539,Accountants,Working,1.0
8538,-22001,-1539,Accountants,Working,1.0
8539,-22001,-1539,Accountants,Working,1.0
8540,-22001,-1539,Accountants,Working,1.0
8541,-22001,-1539,Accountants,Working,1.0
8542,-22001,-1539,Accountants,Working,1.0
8543,-22001,-1539,Accountants,Working,1.0
8544,-22001,-1539,Accountants,Working,1.0
8545,-22001,-1539,Accountants,Working,1.0
8546,-22001,-1539,Accountants,Working,1.0
8547,-22001,-1539,Accountants,Working,1.0
8548,-22001,-1539,Accountants,Working,1.0
8549,-12330,-5466,Laborers,Working,1.0
8550,-12330,-5466,Laborers,Working,1.0
8551,-18401,-2149,Laborers,Working,1.0
8552,-18401,-2149,Laborers,Working,1.0
8553,-18401,-2149,Laborers,Working,1.0
8554,-18401,-2149,Laborers,Working,1.0
8555,-18401,-2149,Laborers,Working,1.0
8556,-18401,-2149,Laborers,Working,1.0
8557,-18401,-2149,Laborers,Working,1.0
8558,-18401,-2149,Laborers,Working,1.0
8559,-13165,-1022,Drivers,Working,0.0
8560,-13165,-1022,Drivers,Working,0.0
8561,-13165,-1022,Drivers,Working,0.0
8562,-13165,-1022,Drivers,Working,0.0
8563,-20689,365243,"",Pensioner,0.0
8564,-20689,365243,"",Pensioner,0.0
8565,-20689,365243,"",Pensioner,0.0
8566,-20689,365243,"",Pensioner,0.0
8567,-20689,365243,"",Pensioner,0.0
8568,-19960,-5679,Accountants,Commercial associate,1.0
8569,-19960,-5679,Accountants,Commercial associate,1.0
8570,-19960,-5679,Accountants,Commercial associate,1.0
8571,-19960,-5679,Accountants,Commercial associate,1.0
8572,-19960,-5679,Accountants,Commercial associate,1.0
8573,-19960,-5679,Accountants,Commercial associate,1.0
8574,-19960,-5679,Accountants,Commercial associate,1.0
8575,-19960,-5679,Accountants,Commercial associate,1.0
8576,-19960,-5679,Accountants,Commercial associate,1.0
8577,-19960,-5679,Accountants,Commercial associate,1.0
8578,-18085,-1205,Security staff,Working,0.0
8579,-18085,-1205,Security staff,Working,0.0
8580,-18085,-1205,Security staff,Working,0.0
8581,-18085,-1205,Security staff,Working,0.0
8582,-18085,-1205,Security staff,Working,0.0
8583,-12623,-657,Laborers,Working,0.0
8584,-12623,-657,Laborers,Working,0.0
8585,-12623,-657,Laborers,Working,0.0
8586,-12623,-657,Laborers,Working,0.0
8587,-12623,-657,Laborers,Working,0.0
8588,-12623,-657,Laborers,Working,0.0
8589,-10930,-777,Core staff,Working,1.0
8590,-10998,-2514,Accountants,Working,0.0
8591,-10998,-2514,Accountants,Working,0.0
8592,-10998,-2514,Accountants,Working,0.0
8593,-9778,-2910,Core staff,Commercial associate,1.0
8594,-9778,-2910,Core staff,Commercial associate,1.0
8595,-9778,-2910,Core staff,Commercial associate,1.0
8596,-9778,-2910,Core staff,Commercial associate,1.0
8597,-9778,-2910,Core staff,Commercial associate,1.0
8598,-9778,-2910,Core staff,Commercial associate,1.0
8599,-9778,-2910,Core staff,Commercial associate,1.0
8600,-9778,-2910,Core staff,Commercial associate,1.0
8601,-9778,-2910,Core staff,Commercial associate,1.0
8602,-9778,-2910,Core staff,Commercial associate,1.0
8603,-9778,-2910,Core staff,Commercial associate,1.0
8604,-18700,-7536,"",Working,1.0
8605,-18700,-7536,"",Working,1.0
8606,-8097,-749,"",Working,1.0
8607,-23019,365243,"",Pensioner,0.0
8608,-23019,365243,"",Pensioner,0.0
8609,-23019,365243,"",Pensioner,0.0
8610,-23019,365243,"",Pensioner,0.0
8611,-23019,365243,"",Pensioner,0.0
8612,-23019,365243,"",Pensioner,0.0
8613,-23019,365243,"",Pensioner,0.0
8614,-23019,365243,"",Pensioner,0.0
8615,-23019,365243,"",Pensioner,0.0
8616,-23019,365243,"",Pensioner,0.0
8617,-21576,-1022,Drivers,Commercial associate,0.0
8618,-21576,-1022,Drivers,Commercial associate,0.0
8619,-21576,-1022,Drivers,Commercial associate,0.0
8620,-21576,-1022,Drivers,Commercial associate,0.0
8621,-10553,-1022,Drivers,Working,0.0
8622,-10553,-1022,Drivers,Working,0.0
8623,-10553,-1022,Drivers,Working,0.0
8624,-10553,-1022,Drivers,Working,0.0
8625,-10553,-1022,Drivers,Working,0.0
8626,-18035,-2026,Drivers,Working,0.0
8627,-18035,-2026,Drivers,Working,0.0
8628,-19930,-3306,Managers,Working,1.0
8629,-21369,-12253,Drivers,Working,1.0
8630,-21369,-12253,Drivers,Working,1.0
8631,-21369,-12253,Drivers,Working,1.0
8632,-21369,-12253,Drivers,Working,1.0
8633,-21215,-808,Medicine staff,State servant,1.0
8634,-21215,-808,Medicine staff,State servant,1.0
8635,-21215,-808,Medicine staff,State servant,1.0
8636,-21215,-808,Medicine staff,State servant,1.0
8637,-21215,-808,Medicine staff,State servant,1.0
8638,-21215,-808,Medicine staff,State servant,1.0
8639,-21215,-808,Medicine staff,State servant,1.0
8640,-21215,-808,Medicine staff,State servant,1.0
8641,-21215,-808,Medicine staff,State servant,1.0
8642,-21215,-808,Medicine staff,State servant,1.0
8643,-21215,-808,Medicine staff,State servant,1.0
8644,-21215,-808,Medicine staff,State servant,1.0
8645,-21215,-808,Medicine staff,State servant,1.0
8646,-21215,-808,Medicine staff,State servant,1.0
8647,-21215,-808,Medicine staff,State servant,1.0
8648,-21215,-808,Medicine staff,State servant,1.0
8649,-21215,-808,Medicine staff,State servant,1.0
